Detector,Sli,Guard,Pfa,N,NMoments,Images,ShipsTotal,ShipsDetected,Pd_pooled,FalsePixels,BackgroundPixels,Pfa_pooled,PfaRatio,TP,FP,FN,Precision_pooled,Recall_pooled,F1_pooled,FractionInvalid,CoverageFraction,MaxLogMismatchPct,MedianShape,IQRShape,MedianC2,MedianSkew,EstMsPerMP,TotalMsPerMP
BurrXII,81,65,0.001,2336,3,250,895,517,0.577653631284916,51632,91159678,0.00056639076763742,0.56639076763742,517,34385,378,0.0148129047046015,0.577653631284916,0.0288851021035282,0.42176356875,0.57823643125,0,4.79599117393274,5.36281387384608,0.113051061889725,-1.07401430735607,296.32830125,533.15334125
CA-CFAR,81,65,0.001,2336,0,250,895,753,0.841340782122905,31489,158561677,0.000198591491940389,0.198591491940389,753,7134,142,0.095473564092811,0.841340782122905,0.171487132771578,0,1,0,NaN,NaN,0.113051061889725,-1.07401430735607,0,219.701333125
G0,81,65,0.001,2336,3,250,895,518,0.57877094972067,21051,21211655,0.000992426097822164,0.992426097822164,518,6489,377,0.0739260739260739,0.57877094972067,0.131106049101493,0.86033464375,0.13966535625,0,3.78269495467317,3.84784687097016,0.113051061889725,-1.07401430735607,2897.288480625,3217.9938575
G0-L1,81,65,0.001,2336,2,250,895,0,0,0,22255,0,0,0,0,895,0,0,0,0.999831,0.000169,0,19.2318934524129,29.1535856599449,0.113051061889725,-1.07401430735607,21.691451875,237.216558125
GenGamma,81,65,0.001,2336,3,250,895,626,0.699441340782123,561419,158088476,0.00355129617417528,3.55129617417528,626,450927,269,0.00138632674348305,0.699441340782123,0.00276716882382064,0.003076775,0.996923225,0,1.0272472476568,0.261330847988837,0.113051061889725,-1.07401430735607,152.61377375,1109.418335625
GenGamma-exact,81,65,0.001,2336,3,250,895,626,0.699441340782123,492576,154193420,0.00319453320381635,3.19453320381635,626,387636,269,0.00161231333481,0.699441340782123,0.00321721053456574,0.027471925,0.972528075,0,1.12095556453406,0.271130316716015,0.113051061889725,-1.07401430735607,405.27382375,1348.811504375
K,81,65,0.001,2336,2,250,895,0,0,0,22255,0,0,0,0,895,0,0,0,0.999831,0.000169,0,NaN,NaN,0.113051061889725,-1.07401430735607,8.044545,222.890731875
Lognormal,81,65,0.001,2336,2,250,895,606,0.677094972067039,22009,158561677,0.000138804031443235,0.138804031443235,606,4697,289,0.114274938713936,0.677094972067039,0.195546950629235,0,1,0,0.336230646325733,0.0117169542488844,0.113051061889725,-1.07401430735607,5.655245625,218.47564875
Weibull,81,65,0.001,2336,2,250,895,862,0.963128491620112,607766,158561677,0.00383299427389381,3.83299427389381,862,262970,33,0.00326723066193638,0.963128491620112,0.00651236934653435,0,1,0,3.81449462475321,0.127629163038551,0.113051061889725,-1.07401430735607,7.079791875,220.04352625
BurrXII,91,73,0.001,2952,3,250,895,517,0.577653631284916,54342,91617039,0.000593142941456556,0.593142941456556,517,34927,378,0.0145863897979912,0.577653631284916,0.0284542777731913,0.4191028,0.5808972,0,4.59164999196444,4.10509522935234,0.113108972432715,-1.07372301949347,298.6297575,535.85809375
CA-CFAR,91,73,0.001,2952,0,250,895,731,0.816759776536313,33267,158561677,0.000209804794130678,0.209804794130678,731,7444,164,0.0894189602446483,0.816759776536313,0.161190738699008,0,1,0,NaN,NaN,0.113108972432715,-1.07372301949347,0,220.164083125
G0,91,73,0.001,2952,3,250,895,496,0.554189944134078,21951,21976238,0.00099885157778142,0.99885157778142,496,6538,399,0.0705146431617856,0.554189944134078,0.125110354395258,0.85594709375,0.14405290625,0,4.13135837322332,4.2797333999369,0.113108972432715,-1.07372301949347,2881.96458375,3206.605448125
G0-L1,91,73,0.001,2952,2,250,895,0,0,0,17697,0,0,0,0,895,0,0,0,0.9998669625,0.0001330375,0,27.6563891621431,31.8395818730817,0.113108972432715,-1.07372301949347,21.447934375,237.391245625
GenGamma,91,73,0.001,2952,3,250,895,622,0.694972067039106,559005,158067505,0.0035364953726574,3.5364953726574,622,444901,273,0.00139611198523982,0.694972067039106,0.00278662598730338,0.0032022125,0.9967977875,0,1.02778360052038,0.234825418525689,0.113108972432715,-1.07372301949347,153.0038875,1108.41405375
GenGamma-exact,91,73,0.001,2952,3,250,895,622,0.694972067039106,492836,154249464,0.00319505810405928,3.19505810405928,622,383445,273,0.00161950909606918,0.694972067039106,0.00323148778320977,0.02712441875,0.97287558125,0,1.12151391357108,0.244923102534669,0.113108972432715,-1.07372301949347,404.946450625,1348.3721825
K,91,73,0.001,2952,2,250,895,0,0,0,17697,0,0,0,0,895,0,0,0,0.9998669625,0.0001330375,0,NaN,NaN,0.113108972432715,-1.07372301949347,7.99673999999999,223.27796875
Lognormal,91,73,0.001,2952,2,250,895,603,0.673743016759777,23750,158561677,0.000149783985950149,0.149783985950149,603,4890,292,0.109776078645549,0.673743016759777,0.188791484032561,0,1,0,0.336316716050709,0.0106670448746278,0.113108972432715,-1.07372301949347,5.610620625,218.972466875
Weibull,91,73,0.001,2952,2,250,895,863,0.964245810055866,614827,158561677,0.00387752584125356,3.87752584125356,863,260960,32,0.00329611989779355,0.964245810055866,0.00656978204767089,0,1,0,3.81351925274065,0.115067329057414,0.113108972432715,-1.07372301949347,7.0338825,220.478300625
BurrXII,101,73,0.001,4872,3,250,895,496,0.554189944134078,54762,92026460,0.000595067983708164,0.595067983708164,496,34763,399,0.0140673303270087,0.554189944134078,0.0274381811141229,0.41659123125,0.58340876875,0,4.61095620223622,3.57030771700512,0.113028618148891,-1.07497335974983,297.22551625,535.87576125
CA-CFAR,101,73,0.001,4872,0,250,895,723,0.807821229050279,33627,158561677,0.000212075204022975,0.212075204022975,723,7501,172,0.0879134241245136,0.807821229050279,0.158570018642395,0,1,0,NaN,NaN,0.113028618148891,-1.07497335974983,0,221.763641875
G0,101,73,0.001,4872,3,250,895,459,0.512849162011173,21460,22665725,0.00094680404002078,0.94680404002078,459,6173,436,0.0692098914354644,0.512849162011173,0.12196094061379,0.85175625625,0.14824374375,0,4.37936520119155,4.53976611293904,0.113028618148891,-1.07497335974983,2852.87069625,3182.503003125
G0-L1,101,73,0.001,4872,2,250,895,0,0,1,12996,7.69467528470299e-05,0.0769467528470299,0,1,895,0,0,0,0.99990095625,9.904375e-05,0,20.6876906460864,31.046691982852,0.113028618148891,-1.07497335974983,21.48142625,238.831910625
GenGamma,101,73,0.001,4872,3,250,895,598,0.668156424581006,549246,158043509,0.00347528350563262,3.47528350563262,598,437483,297,0.00136504436394183,0.668156424581006,0.00272452252514944,0.0033444125,0.9966555875,0,1.02544969073657,0.184997867224127,0.113028618148891,-1.07497335974983,151.795640625,1105.29164625
GenGamma-exact,101,73,0.001,4872,3,250,895,598,0.668156424581006,486614,154349793,0.00315267024685935,3.15267024685935,598,377322,297,0.00158234546994073,0.668156424581006,0.00315721394348165,0.02648861875,0.97351138125,0,1.11908528000417,0.194063062883481,0.113028618148891,-1.07497335974983,405.621800625,1351.5521525
K,101,73,0.001,4872,2,250,895,0,0,1,12996,7.69467528470299e-05,0.0769467528470299,0,1,895,0,0,0,0.99990095625,9.904375e-05,0,NaN,NaN,0.113028618148891,-1.07497335974983,7.8707225,224.611103125
Lognormal,101,73,0.001,4872,2,250,895,590,0.659217877094972,23709,158561677,0.000149525411490193,0.149525411490193,590,4821,305,0.109037146553317,0.659217877094972,0.187123374563907,0,1,0,0.33619728988894,0.00853832179181763,0.113028618148891,-1.07497335974983,5.641414375,220.49710625
Weibull,101,73,0.001,4872,2,250,895,857,0.957541899441341,610049,158561677,0.00384739245662746,3.84739245662746,857,256887,38,0.00332500465578248,0.957541899441341,0.00662699747524542,0,1,0,3.8148726164743,0.0914250873005693,0.113028618148891,-1.07497335974983,7.005890625,221.94677375
BurrXII,111,79,0.001,6080,3,250,895,482,0.53854748603352,56534,92384727,0.000611940975914774,0.611940975914774,482,34914,413,0.0136173578935473,0.53854748603352,0.0265630597117743,0.41451095625,0.58548904375,0,4.4713108151864,3.39497276613231,0.113004888864568,-1.07537504211345,297.694568125,538.880914375
CA-CFAR,111,79,0.001,6080,0,250,895,720,0.804469273743017,35413,158561677,0.000223338959766426,0.223338959766426,720,7802,175,0.0844872095752171,0.804469273743017,0.152914941064033,0,1,0,NaN,NaN,0.113004888864568,-1.07537504211345,0,224.4744525
G0,111,79,0.001,6080,3,250,895,414,0.462569832402235,21994,23368427,0.000941184445149004,0.941184445149004,414,6203,481,0.0625661175759408,0.462569832402235,0.110223642172524,0.84765420625,0.15234579375,0,4.7073780334693,5.01011271153517,0.113004888864568,-1.07537504211345,2860.342060625,3194.893983125
G0-L1,111,79,0.001,6080,2,250,895,0,0,0,10774,0,0,0,0,895,0,0,0,0.9999163125,8.36875e-05,0,43.4640055117439,37.9133168341347,0.113004888864568,-1.07537504211345,21.58567625,241.568420625
GenGamma,111,79,0.001,6080,3,250,895,592,0.66145251396648,549244,158024521,0.00347568843445506,3.47568843445505,592,433796,303,0.00136283691078022,0.66145251396648,0.00272006947204462,0.00345791875,0.99654208125,0,1.02467586822378,0.166666244719277,0.113004888864568,-1.07537504211345,151.909450625,1109.8441275
GenGamma-exact,111,79,0.001,6080,3,250,895,592,0.66145251396648,489035,154376620,0.0031678048139673,3.1678048139673,592,375080,303,0.00157584275644711,0.66145251396648,0.00314419479136515,0.0263212125,0.9736787875,0,1.11827985241025,0.17515082520468,0.113004888864568,-1.07537504211345,404.14362625,1351.153248125
K,111,79,0.001,6080,2,250,895,0,0,0,10774,0,0,0,0,895,0,0,0,0.9999163125,8.36875e-05,0,NaN,NaN,0.113004888864568,-1.07537504211345,7.7721275,227.142244375
Lognormal,111,79,0.001,6080,2,250,895,588,0.656983240223464,24819,158561677,0.000156525841991442,0.156525841991442,588,5037,307,0.104533333333333,0.656983240223464,0.180368098159509,0,1,0,0.33616198490828,0.00783153616304627,0.113004888864568,-1.07537504211345,5.67007125,223.16788625
Weibull,111,79,0.001,6080,2,250,895,861,0.962011173184358,616824,158561677,0.00389012030946166,3.89012030946166,861,255758,34,0.00335516855727752,0.962011173184358,0.00668701507490855,0,1,0,3.8152735503808,0.0830584996291601,0.113004888864568,-1.07537504211345,6.9984425,224.58429375
BurrXII,121,87,0.001,7072,3,250,895,464,0.518435754189944,58821,92785216,0.000633947977229476,0.633947977229476,464,35200,431,0.0130103185284881,0.518435754189944,0.0253836264668071,0.41218871875,0.58781128125,0,4.41776633698053,3.23165163934167,0.11297684296478,-1.07551061358394,298.93432375,543.227498125
CA-CFAR,121,87,0.001,7072,0,250,895,721,0.805586592178771,37645,158561677,0.000237415501098667,0.237415501098667,721,8164,174,0.0811480022509848,0.805586592178771,0.147443762781186,0,1,0,NaN,NaN,0.11297684296478,-1.07551061358394,0,227.5366375
G0,121,87,0.001,7072,3,250,895,368,0.411173184357542,22984,24018303,0.000956936882676515,0.956936882676515,368,6107,527,0.0568339768339768,0.411173184357542,0.0998643147896879,0.8438759625,0.1561240375,0,5.01662564395307,5.31212835339998,0.11297684296478,-1.07551061358394,2844.28315125,3184.582778125
G0-L1,121,87,0.001,7072,2,250,895,0,0,0,10724,0,0,0,0,895,0,0,0,0.99991749375,8.250625e-05,0,27.0579281335719,24.8507414434415,0.11297684296478,-1.07551061358394,21.426365625,244.52475375
GenGamma,121,87,0.001,7072,3,250,895,590,0.659217877094972,552440,158015955,0.00349610265621595,3.49610265621595,590,431529,305,0.00136536463335331,0.659217877094972,0.00272508510117456,0.003507025,0.996492975,0,1.02444654418853,0.155663342174783,0.11297684296478,-1.07551061358394,151.764731875,1111.74882
GenGamma-exact,121,87,0.001,7072,3,250,895,589,0.658100558659218,493206,154395981,0.0031944225283947,3.1944225283947,589,373381,306,0.00157499264646897,0.658100558659218,0.00314246462059675,0.02620390625,0.97379609375,0,1.11804120984909,0.163816947639775,0.11297684296478,-1.07551061358394,405.27926625,1357.978459375
K,121,87,0.001,7072,2,250,895,0,0,0,10724,0,0,0,0,895,0,0,0,0.99991749375,8.250625e-05,0,NaN,NaN,0.11297684296478,-1.07551061358394,7.83486062499999,230.4334375
Lognormal,121,87,0.001,7072,2,250,895,586,0.654748603351955,26320,158561677,0.000165992189903491,0.165992189903491,586,5247,309,0.100462883593348,0.654748603351955,0.174197384066587,0,1,0,0.33612025272474,0.00734571641495993,0.11297684296478,-1.07551061358394,5.645698125,226.283339375
Weibull,121,87,0.001,7072,2,250,895,859,0.959776536312849,628942,158561677,0.00396654482911404,3.96654482911404,859,255856,36,0.00334612313265684,0.959776536312849,0.0066689957687978,0,1,0,3.81574758363232,0.0785658073390179,0.11297684296478,-1.07551061358394,7.067694375,227.79549375
BurrXII,131,93,0.001,8512,3,250,895,455,0.508379888268156,60689,93170025,0.00065137902453069,0.65137902453069,455,35287,440,0.0127301214257736,0.508379888268156,0.024838278243306,0.40990634375,0.59009365625,0,4.36493936093484,3.111393458673,0.112998672637765,-1.07568697975754,298.07653375,546.4660475
CA-CFAR,131,93,0.001,8512,0,250,895,723,0.807821229050279,39582,158561677,0.000249631567658054,0.249631567658054,723,8469,172,0.0786553524804178,0.807821229050279,0.143352830375731,0,1,0,NaN,NaN,0.112998672637765,-1.07568697975754,0,231.6806475
G0,131,93,0.001,8512,3,250,895,337,0.376536312849162,23420,24632784,0.000950765451440649,0.950765451440649,337,6148,558,0.0519660755589823,0.376536312849162,0.0913279132791328,0.840200725,0.159799275,0,5.37699905389975,5.69946852828774,0.112998672637765,-1.07568697975754,2846.73761375,3193.928034375
G0-L1,131,93,0.001,8512,2,250,895,0,0,0,8153,0,0,0,0,895,0,0,0,0.99993315625,6.684375e-05,0,12.7054088149615,15.1035863476344,0.112998672637765,-1.07568697975754,21.511955625,248.763241875
GenGamma,131,93,0.001,8512,3,250,895,587,0.65586592178771,553498,157995872,0.0035032434265118,3.5032434265118,587,428254,308,0.00136880568788898,0.65586592178771,0.00273190982370572,0.00363090625,0.99636909375,0,1.02410856461772,0.142867943536889,0.112998672637765,-1.07568697975754,151.979905,1115.559776875
GenGamma-exact,131,93,0.001,8512,3,250,895,586,0.654748603351955,495741,154394457,0.00321087304319481,3.21087304319481,586,371673,309,0.00157417282053624,0.654748603351955,0.00314079441731832,0.0262166125,0.9737833875,0,1.11768938964917,0.15119023956108,0.112998672637765,-1.07568697975754,402.17898625,1354.74813
K,131,93,0.001,8512,2,250,895,0,0,0,8153,0,0,0,0,895,0,0,0,0.99993315625,6.684375e-05,0,NaN,NaN,0.112998672637765,-1.07568697975754,7.7700525,234.385465
Lognormal,131,93,0.001,8512,2,250,895,575,0.642458100558659,27614,158561677,0.00017415305212747,0.17415305212747,575,5375,320,0.0966386554621849,0.642458100558659,0.168005843681519,0,1,0,0.336152718745684,0.00681604792539187,0.112998672637765,-1.07568697975754,5.717935625,230.45880375
Weibull,131,93,0.001,8512,2,250,895,852,0.95195530726257,639164,158561677,0.00403101185666698,4.03101185666698,852,255572,43,0.00332262190746576,0.95195530726257,0.00662213050726919,0,1,0,3.81537917722614,0.0726578181423643,0.112998672637765,-1.07568697975754,7.129079375,231.977779375
BurrXII,141,101,0.001,9680,3,250,895,430,0.480446927374302,62743,93531477,0.000670822294402557,0.670822294402557,430,35500,465,0.0119677150013916,0.480446927374302,0.0233536999321113,0.4077423375,0.5922576625,0,4.13677045335221,3.06639287876778,0.113271508139448,-1.07319738803827,299.373128125,550.845960625
CA-CFAR,141,101,0.001,9680,0,250,895,719,0.803351955307263,41896,158561677,0.000264225257910207,0.264225257910207,719,8783,176,0.0756682803620291,0.803351955307263,0.138309127632971,0,1,0,NaN,NaN,0.113271508139448,-1.07319738803827,0,234.835490625
G0,141,101,0.001,9680,3,250,895,302,0.337430167597765,24187,25193333,0.00096005558295919,0.96005558295919,302,6167,593,0.0466841861184109,0.337430167597765,0.0820206409560022,0.83683891875,0.16316108125,0,5.82491235899838,6.29076809507482,0.113271508139448,-1.07319738803827,2843.9001075,3196.22685125
G0-L1,141,101,0.001,9680,2,250,895,0,0,0,8579,0,0,0,0,895,0,0,0,0.999930275,6.9725e-05,0,18.482674508585,22.0913547274442,0.113271508139448,-1.07319738803827,21.727930625,252.00971625
GenGamma,141,101,0.001,9680,3,250,895,578,0.645810055865922,557010,157982046,0.00352578039152626,3.52578039152626,578,426395,317,0.00135371557452111,0.645810055865922,0.00270176783493975,0.00371875625,0.99628124375,0,1.02891366769951,0.137058646893137,0.113271508139448,-1.07319738803827,151.771558125,1118.0196725
GenGamma-exact,141,101,0.001,9680,3,250,895,575,0.642458100558659,499424,154394289,0.00323473104630185,3.23473104630185,575,370214,320,0.00155074719045063,0.642458100558659,0.00309402610819944,0.0262168625,0.9737831375,0,1.12269014697839,0.144513837772974,0.113271508139448,-1.07319738803827,402.0235175,1357.431210625
K,141,101,0.001,9680,2,250,895,0,0,0,8579,0,0,0,0,895,0,0,0,0.999930275,6.9725e-05,0,NaN,NaN,0.113271508139448,-1.07319738803827,7.82393125,237.523610625
Lognormal,141,101,0.001,9680,2,250,895,562,0.627932960893855,29433,158561677,0.000185624928777715,0.185624928777715,562,5589,333,0.0913672573565274,0.627932960893855,0.159523133692875,0,1,0,0.336558261179783,0.00653016045600391,0.113271508139448,-1.07319738803827,5.650815,233.488209375
Weibull,141,101,0.001,9680,2,250,895,855,0.955307262569832,651477,158561677,0.00410866618167768,4.10866618167768,855,255863,40,0.00333050273062271,0.955307262569832,0.00663786377240279,0,1,0,3.81078252206526,0.0688864482685632,0.113271508139448,-1.07319738803827,7.15705,235.081303125
BurrXII,151,109,0.001,10920,3,250,895,420,0.46927374301676,64841,93889750,0.000690607867205952,0.690607867205952,420,35870,475,0.0115734362083219,0.46927374301676,0.0225897539330375,0.4055604375,0.5944395625,0,4.02106331160476,3.03707661721764,0.113264576986894,-1.07260734485033,301.436571875,556.33917125
CA-CFAR,151,109,0.001,10920,0,250,895,710,0.793296089385475,44749,158561677,0.000282218256306661,0.282218256306661,710,9152,185,0.071993510444129,0.793296089385475,0.132007065166868,0,1,0,NaN,NaN,0.113264576986894,-1.07260734485033,0,237.890448125
G0,151,109,0.001,10920,3,250,895,283,0.316201117318436,24420,25710244,0.000949815956628027,0.949815956628027,283,6204,612,0.0436257129643903,0.316201117318436,0.0766729883500406,0.83373389375,0.16626610625,0,6.3095537921599,6.82618289747523,0.113264576986894,-1.07260734485033,2838.69675,3197.31859875
G0-L1,151,109,0.001,10920,2,250,895,0,0,0,8872,0,0,0,0,895,0,0,0,0.999930025,6.9975e-05,0,15.7174922285327,20.2982249291557,0.113264576986894,-1.07260734485033,21.653024375,255.1657725
GenGamma,151,109,0.001,10920,3,250,895,576,0.643575418994413,559730,157971533,0.00354323332419646,3.54323332419645,576,424475,319,0.00135513150186683,0.643575418994413,0.00270456818469947,0.003783025,0.996216975,0,1.03001391086499,0.130393819047637,0.113264576986894,-1.07260734485033,151.32939625,1119.0760425
GenGamma-exact,151,109,0.001,10920,3,250,895,575,0.642458100558659,502710,154388443,0.0032561375076501,3.2561375076501,575,368872,320,0.0015563802115053,0.642458100558659,0.00310523786122017,0.02624614375,0.97375385625,0,1.12383485742697,0.13798416572381,0.113264576986894,-1.07260734485033,399.798853125,1359.42926
K,151,109,0.001,10920,2,250,895,0,0,0,8872,0,0,0,0,895,0,0,0,0.999930025,6.9975e-05,0,NaN,NaN,0.113264576986894,-1.07260734485033,7.835168125,240.72411875
Lognormal,151,109,0.001,10920,2,250,895,561,0.626815642458101,31083,158561677,0.000196030974117409,0.196030974117409,561,5735,334,0.0891041931385006,0.626815642458101,0.156028368794326,0,1,0,0.336547973547001,0.00626579988681911,0.113264576986894,-1.07260734485033,5.649646875,236.666965625
Weibull,151,109,0.001,10920,2,250,895,859,0.959776536312849,663172,158561677,0.00418242296970661,4.18242296970661,859,256330,36,0.00333995621896737,0.959776536312849,0.00665674741557012,0,1,0,3.81089879242664,0.0654951810027709,0.113264576986894,-1.07260734485033,7.10049687499999,238.19424875
