Detector,Sli,Guard,Pfa,N,NMoments,Images,ShipsTotal,ShipsDetected,Pd_pooled,FalsePixels,BackgroundPixels,Pfa_pooled,PfaRatio,TP,FP,FN,Precision_pooled,Recall_pooled,F1_pooled,FractionInvalid,CoverageFraction,MaxLogMismatchPct,MedianShape,IQRShape,MedianC2,MedianSkew,EstMsPerMP,TotalMsPerMP,Pfa_CI_Lo,Pfa_CI_Hi,Ratio_CI_Lo,Ratio_CI_Hi,CI_Width
CA-CFAR,151,109,1e-05,10920,0,60,189,132,0.698412698412698,1735,37914812,4.57604800994398e-05,4.57604800994398,132,392,57,0.251908396946565,0.698412698412698,0.370266479663394,0,1,0,NaN,NaN,0.111175097190195,-1.04516846959985,0,274.280661458333,4.3632382070101e-05,4.79655254384768e-05,4.3632382070101,4.79655254384768,4.33314336837583e-06
G0,151,109,1e-05,10920,3,60,189,54,0.285714285714286,1428,6928643,0.000206100963781797,20.6100963781797,54,174,135,0.236842105263158,0.285714285714286,0.258992805755396,0.810588255208333,0.189411744791667,0,5.20336320670473,6.39279337964907,0.111175097190195,-1.04516846959985,3218.57566666667,3652.08585416667,0.000195549669439874,0.000217073543964471,19.5549669439874,21.7073543964471,2.15238745245972e-05
G0-L1,151,109,1e-05,10920,2,60,189,0,0,0,1154,0,0,0,0,189,0,0,0,0.999934453125,6.5546875e-05,0,39.2636205438064,63.2903767782473,0.111175097190195,-1.04516846959985,23.8949348958333,295.022809895833,0,0.00319149895191459,0,319.149895191459,0.00319149895191459
GenGamma,151,109,1e-05,10920,3,60,189,141,0.746031746031746,24859,37739689,0.00065869647203505,65.869647203505,141,15820,48,0.00883403295532861,0.746031746031746,0.0174613003095975,0.00468005208333333,0.995319947916667,0,1.08309558260832,0.151919722978525,0.111175097190195,-1.04516846959985,167.306697916667,1147.765828125,0.000650535982714418,0.000666933715927932,65.0535982714418,66.6933715927932,1.63977332135143e-05
GenGamma-exact,151,109,1e-05,10920,3,60,189,141,0.746031746031746,27223,37151361,0.000732759157867729,73.2759157867729,141,17761,48,0.0078762149480505,0.746031746031746,0.0155878613675308,0.0200646614583333,0.979935338541667,0,1.17886901604803,0.157006736403111,0.111175097190195,-1.04516846959985,458.185546875,1447.6512421875,0.000724083360336588,0.000741512906495131,72.4083360336588,74.1512906495131,1.74295461585428e-05
K,151,109,1e-05,10920,2,60,189,0,0,0,1154,0,0,0,0,189,0,0,0,0.999934453125,6.5546875e-05,0,NaN,NaN,0.111175097190195,-1.04516846959985,9.090234375,279.481692708333,0,0.00319149895191459,0,319.149895191459,0.00319149895191459
Lognormal,151,109,1e-05,10920,2,60,189,57,0.301587301587302,1270,37914812,3.34961439344602e-05,3.34961439344602,57,112,132,0.337278106508876,0.301587301587302,0.318435754189944,0,1,0,0.333426402739631,0.00609989824525006,0.111175097190195,-1.04516846959985,6.6401953125,275.766315104167,3.16790490484686e-05,3.53902915591954e-05,3.16790490484686,3.53902915591954,3.71124251072678e-06
Weibull,151,109,1e-05,10920,2,60,189,184,0.973544973544973,41495,37914812,0.0010944271594964,109.44271594964,184,10202,5,0.0177161563643366,0.973544973544973,0.0347990543735225,0,1,0,3.84664231353684,0.0683133650983136,0.111175097190195,-1.04516846959985,8.08742447916667,277.398291666667,0.00108392763061649,0.00110500298490124,108.392763061649,110.500298490124,2.10753542847467e-05
BurrXII,11,7,0.0001,72,3,60,189,16,0.0846560846560847,2781,23955606,0.000116089736990999,1.16089736990999,16,2094,173,0.00758293838862559,0.0846560846560847,0.0139190952588082,0.3655140625,0.6344859375,0,2.68585903666822,2.71573363259371,0.104938521661552,-0.906523767223446,401.539520833333,656.482700520833,0.000111815025166283,0.000120486012709555,1.11815025166283,1.20486012709555,8.67098754327145e-06
CA-CFAR,11,7,0.0001,72,0,60,189,7,0.037037037037037,663,37914812,1.74865696287773e-05,0.174865696287773,7,306,182,0.0223642172523962,0.037037037037037,0.0278884462151394,0,1,0,NaN,NaN,0.104938521661552,-0.906523767223446,0,228.5582421875,1.61806625003235e-05,1.88698063219283e-05,0.161806625003235,0.188698063219283,2.68914382160478e-06
G0,11,7,0.0001,72,3,60,189,18,0.0952380952380952,1565,9221922,0.000169704319771952,1.69704319771952,18,1004,171,0.0176125244618395,0.0952380952380952,0.0297274979355904,0.751784609375,0.248215390625,0,23.3820520614964,36.9997516818164,0.104938521661552,-0.906523767223446,3617.66344010417,4064.73719791667,0.000161400326526757,0.000178324732855721,1.61400326526757,1.78324732855721,1.69244063289633e-05
G0-L1,11,7,0.0001,72,2,60,189,0,0,0,8634,0,0,0,0,189,0,0,0,0.999623255208334,0.000376744791666667,0,11.7192027389917,19.5134049326716,0.104938521661552,-0.906523767223446,26.8001979166667,253.214091145833,0,0.000427159083720974,0,4.27159083720974,0.000427159083720974
GenGamma,11,7,0.0001,72,3,60,189,74,0.391534391534392,106286,37789598,0.00281257292019883,28.1257292019883,74,86917,115,0.000850662712234599,0.391534391534392,0.0016976370727231,0.00356489583333333,0.996435104166667,0,1.42906403729865,1.98806171628167,0.104938521661552,-0.906523767223446,177.138572916667,1210.71409114583,0.00279571273598488,0.0028295093427506,27.9571273598488,28.295093427506,3.37966067657223e-05
GenGamma-exact,11,7,0.0001,72,3,60,189,71,0.375661375661376,76249,35424348,0.00215244610853529,21.5244610853529,71,64068,118,0.00110697079779853,0.375661375661376,0.00220743688595946,0.0655454166666667,0.934454583333333,0,1.59565067981513,2.02778398743765,0.104938521661552,-0.906523767223446,459.757653645833,1449.0227890625,0.00213721125059619,0.00216776241838466,21.3721125059619,21.6776241838466,3.05511677884777e-05
K,11,7,0.0001,72,2,60,189,0,0,0,8634,0,0,0,0,189,0,0,0,0.999623255208334,0.000376744791666667,0,NaN,NaN,0.104938521661552,-0.906523767223446,12.1581822916667,425.621822916667,0,0.000427159083720974,0,4.27159083720974,0.000427159083720974
Lognormal,11,7,0.0001,72,2,60,189,10,0.0529100529100529,1548,37914812,4.08283707169641e-05,0.408283707169641,10,734,179,0.0134408602150538,0.0529100529100529,0.0214362272240086,0,1,0,0.323942110104476,0.0602730594877019,0.104938521661552,-0.906523767223446,6.91654427083333,229.654372395833,3.88196166185409e-05,4.29141088945612e-05,0.388196166185409,0.429141088945612,4.09449227602034e-06
Weibull,11,7,0.0001,72,2,60,189,125,0.661375661375661,81102,37914812,0.00213905847667133,21.3905847667133,125,47859,64,0.00260503501167056,0.661375661375661,0.00518962904531584,0,1,0,3.95919569756121,0.699250557217516,0.104938521661552,-0.906523767223446,8.7406015625,231.414278645833,0.00212437746469681,0.00215381558953966,21.2437746469681,21.5381558953966,2.94381248428445e-05
BurrXII,15,11,0.0001,104,3,60,189,18,0.0952380952380952,2303,23065297,9.9846969236945e-05,0.99846969236945,18,1622,171,0.0109756097560976,0.0952380952380952,0.0196828868234008,0.388277473958333,0.611722526041667,0,2.91500773642638,3.2837810232862,0.106784567694326,-0.946225814322558,379.166893229167,646.7402890625,9.58104693811021e-05,0.000104009808350943,0.958104693811021,1.04009808350943,8.19933896984133e-06
CA-CFAR,15,11,0.0001,104,0,60,189,17,0.0899470899470899,1152,37914812,3.03839037893687e-05,0.303839037893686,17,463,172,0.0354166666666667,0.0899470899470899,0.0508221225710015,0,1,0,NaN,NaN,0.106784567694326,-0.946225814322558,0,241.141278645833,2.865447992003e-05,3.21904166518213e-05,0.2865447992003,0.321904166518213,3.53593673179124e-06
G0,15,11,0.0001,104,3,60,189,14,0.0740740740740741,1639,7764771,0.000211081563126588,2.11081563126588,14,1019,175,0.0135527589545015,0.0740740740740741,0.0229132569558101,0.788859010416667,0.211140989583333,0,26.6817507780678,45.4123808803809,0.106784567694326,-0.946225814322558,3463.04184114583,3894.02431510417,0.000200986075102119,0.000221552747593817,2.00986075102119,2.21552747593817,2.05666724916982e-05
G0-L1,15,11,0.0001,104,2,60,189,0,0,0,8108,0,0,0,0,189,0,0,0,0.999559973958333,0.000440026041666667,0,11.3807459938127,18.1420092733577,0.106784567694326,-0.946225814322558,25.8737994791667,265.465578125,0,0.000454864383392989,0,4.54864383392989,0.000454864383392989
GenGamma,15,11,0.0001,104,3,60,189,59,0.312169312169312,98601,37830402,0.00260639577660317,26.0639577660317,59,80354,130,0.000733712210712198,0.312169312169312,0.00146398352398204,0.00247018229166666,0.997529817708333,0,1.31628785683209,1.56375036937835,0.106784567694326,-0.946225814322558,182.02859375,1211.22374739583,0.00259017333211252,0.00262269441179591,25.9017333211252,26.2269441179591,3.25210796833985e-05
GenGamma-exact,15,11,0.0001,104,3,60,189,52,0.275132275132275,76836,35992858,0.00213475684537193,21.3475684537193,52,64404,137,0.000806751892764056,0.275132275132275,0.00160878644906799,0.050591484375,0.949408515625,0,1.43004641393633,1.60797754295036,0.106784567694326,-0.946225814322558,459.4249453125,1462.7594921875,0.00211970478484835,0.00214988907373851,21.1970478484835,21.4988907373851,3.01842888901557e-05
K,15,11,0.0001,104,2,60,189,0,0,0,8108,0,0,0,0,189,0,0,0,0.999559973958333,0.000440026041666667,0,NaN,NaN,0.106784567694326,-0.946225814322558,10.8574296875,249.104611979167,0,0.000454864383392989,0,4.54864383392989,0.000454864383392989
Lognormal,15,11,0.0001,104,2,60,189,8,0.0423280423280423,1232,37914812,3.24938971080748e-05,0.324938971080748,8,560,181,0.0140845070422535,0.0423280423280423,0.0211360634081902,0,1,0,0.326778938543229,0.0507669837582641,0.106784567694326,-0.946225814322558,6.86997395833333,243.454747395833,3.07045726794593e-05,3.43602853901747e-05,0.307045726794593,0.343602853901747,3.65571271071535e-06
Weibull,15,11,0.0001,104,2,60,189,150,0.793650793650794,73333,37914812,0.00193415175050848,19.3415175050848,150,38712,39,0.00385981164119191,0.793650793650794,0.00768226165783207,0,1,0,3.92482744786653,0.582178267563871,0.106784567694326,-0.946225814322558,8.48813020833334,244.505356770833,0.00192019140528415,0.00194818823260424,19.2019140528415,19.4818823260424,2.79968273200848e-05
BurrXII,17,13,0.0001,120,3,60,189,19,0.100529100529101,2277,22782627,9.99445761895676e-05,0.999445761895676,19,1541,170,0.0121794871794872,0.100529100529101,0.021726700971984,0.395470494791667,0.604529505208333,0,3.05994703659689,3.4035228822435,0.107254902632758,-0.963263827290802,375.404091145833,626.447255208333,9.58813649383885e-05,0.000104135699253194,0.958813649383884,1.04135699253194,8.25433431480597e-06
CA-CFAR,17,13,0.0001,120,0,60,189,26,0.137566137566138,1334,37914812,3.51841385894252e-05,0.351841385894252,26,502,163,0.0492424242424242,0.137566137566138,0.0725244072524407,0,1,0,NaN,NaN,0.107254902632758,-0.963263827290802,0,225.929395833333,3.33211956419608e-05,3.71241166215501e-05,0.333211956419608,0.371241166215501,3.8029209795893e-06
G0,17,13,0.0001,120,3,60,189,20,0.105820105820106,1669,7272646,0.000229490064551471,2.29490064551471,20,963,169,0.0203458799593082,0.105820105820106,0.0341296928327645,0.801336328125,0.198663671875,0,27.7170709519684,47.4557304252481,0.107254902632758,-0.963263827290802,3495.763265625,3900.99284635417,0.000218612135749481,0.000240769067774913,2.18612135749481,2.40769067774913,2.21569320254325e-05
G0-L1,17,13,0.0001,120,2,60,189,0,0,0,8222,0,0,0,0,189,0,0,0,0.999522760416667,0.000477239583333333,0,10.9580077319186,18.1830346251835,0.107254902632758,-0.963263827290802,26.1724088541667,250.547768229167,0,0.000448558994432971,0,4.48558994432971,0.000448558994432971
GenGamma,17,13,0.0001,120,3,60,189,60,0.317460317460317,93156,37835491,0.00246213271026402,24.6213271026402,60,76074,129,0.000788084167389077,0.317460317460317,0.00157226524114618,0.00233617187500001,0.997663828125,0,1.27074148355253,1.44352956639652,0.107254902632758,-0.963263827290802,174.547244791667,1190.1121171875,0.00244636623517709,0.00247797539025878,24.4636623517709,24.7797539025878,3.16091550816946e-05
GenGamma-exact,17,13,0.0001,120,3,60,189,57,0.301587301587302,75260,36178914,0.0020802172226618,20.802172226618,57,63076,132,0.000902855875691002,0.301587301587302,0.00180032216291336,0.045698828125,0.954301171875,0,1.37691043618916,1.48945640590018,0.107254902632758,-0.963263827290802,466.2807265625,1449.4938828125,0.00206539680679075,0.00209511740384698,20.6539680679075,20.9511740384698,2.97205970562243e-05
K,17,13,0.0001,120,2,60,189,0,0,0,8222,0,0,0,0,189,0,0,0,0.999522760416667,0.000477239583333333,0,NaN,NaN,0.107254902632758,-0.963263827290802,11.0061770833333,233.8378671875,0,0.000448558994432971,0,4.48558994432971,0.000448558994432971
Lognormal,17,13,0.0001,120,2,60,189,11,0.0582010582010582,1162,37914812,3.06476529542069e-05,0.306476529542069,11,505,178,0.0213178294573643,0.0582010582010582,0.0312056737588652,0,1,0,0.327497603478077,0.0472656221105979,0.107254902632758,-0.963263827290802,6.47450260416667,227.243497395833,2.89106301348221e-05,3.24617614853144e-05,0.289106301348221,0.324617614853144,3.55113135049237e-06
Weibull,17,13,0.0001,120,2,60,189,158,0.835978835978836,71515,37914812,0.00188620215234088,18.8620215234088,158,36166,31,0.00434974121792754,0.835978835978836,0.00865445183907102,0,1,0,3.91621946356527,0.541948620069244,0.107254902632758,-0.963263827290802,7.93872395833333,228.343989583333,0.00187241592077516,0.0019000645293058,18.7241592077516,19.000645293058,2.76486085306401e-05
BurrXII,21,15,0.0001,216,3,60,189,22,0.116402116402116,1870,21920774,8.5307206761951e-05,0.85307206761951,22,1203,167,0.0179591836734694,0.116402116402116,0.0311173974540311,0.417703333333333,0.582296666666667,0,3.81845884259573,4.75973570938385,0.108167498172672,-1.0200093248858,353.547442708333,608.356841145833,8.14842759505522e-05,8.9263178329507e-05,0.814842759505522,0.89263178329507,7.77890237895475e-06
CA-CFAR,21,15,0.0001,216,0,60,189,44,0.232804232804233,1513,37914812,3.99052486400302e-05,0.399052486400302,44,510,145,0.0794223826714801,0.232804232804233,0.118438761776581,0,1,0,NaN,NaN,0.108167498172672,-1.0200093248858,0,230.808549479167,3.79196186275808e-05,4.19678703425941e-05,0.379196186275808,0.419678703425941,4.0482517150133e-06
G0,21,15,0.0001,216,3,60,189,24,0.126984126984127,1437,5451580,0.000263593306894515,2.63593306894515,24,700,165,0.0331491712707182,0.126984126984127,0.0525739320920044,0.848317239583333,0.151682760416667,0,35.0905701040101,64.8008252645065,0.108167498172672,-1.0200093248858,3420.378859375,3781.90904947917,0.000250140840123015,0.000277581127313517,2.50140840123015,2.77581127313517,2.74402871905024e-05
G0-L1,21,15,0.0001,216,2,60,189,1,0.00529100529100529,0,6339,0,0,1,0,188,1,0.00529100529100529,0.0105263157894737,0.999582942708333,0.000417057291666667,0,13.7844098545925,21.2121687018737,0.108167498172672,-1.0200093248858,26.3593151041667,255.356614583333,0,0.000581764682151214,0,5.81764682151214,0.000581764682151214
GenGamma,21,15,0.0001,216,3,60,189,50,0.264550264550265,73786,37841887,0.00194984991102584,19.4984991102584,50,60140,139,0.000830702774547267,0.264550264550265,0.00165620497192733,0.002167578125,0.997832421875,0,1.13766805361489,1.0214013403839,0.108167498172672,-1.0200093248858,174.9217265625,1169.11220572917,0.00193581956016092,0.00196395654278909,19.3581956016092,19.6395654278909,2.81369826281642e-05
GenGamma-exact,21,15,0.0001,216,3,60,189,47,0.248677248677249,63940,36667301,0.00174378801428553,17.4378801428553,47,52889,142,0.000887864591204473,0.248677248677249,0.00176941176470588,0.032916484375,0.967083515625,0,1.23747697545176,1.06444127370983,0.108167498172672,-1.0200093248858,475.497635416667,1452.37395572917,0.00173030928829999,0.00175734550455614,17.3030928829999,17.5734550455614,2.70362162561517e-05
K,21,15,0.0001,216,2,60,189,1,0.00529100529100529,0,6339,0,0,1,0,188,1,0.00529100529100529,0.0105263157894737,0.999582942708333,0.000417057291666667,0,NaN,NaN,0.108167498172672,-1.0200093248858,11.15103125,238.812479166667,0,0.000581764682151214,0,5.81764682151214,0.000581764682151214
Lognormal,21,15,0.0001,216,2,60,189,11,0.0582010582010582,962,37914812,2.53726696574415e-05,0.253726696574415,11,358,178,0.029810298102981,0.0582010582010582,0.039426523297491,0,1,0,0.328888275147962,0.0358046981281553,0.108167498172672,-1.0200093248858,6.5767109375,231.9426015625,2.37944555040524e-05,2.7028044402287e-05,0.237944555040524,0.27028044402287,3.23358889823466e-06
Weibull,21,15,0.0001,216,2,60,189,161,0.851851851851852,61593,37914812,0.00162451023098835,16.2451023098835,161,28105,28,0.00569588905398712,0.851851851851852,0.0113161131611316,0,1,0,3.89965205420419,0.402700992901659,0.108167498172672,-1.0200093248858,8.22976822916667,233.304979166667,0.0016117161738985,0.00163738048093242,16.117161738985,16.3738048093242,2.56643070339227e-05
BurrXII,31,21,0.0001,520,3,60,189,33,0.174603174603175,1728,21937618,7.87688070783255e-05,0.787688070783255,33,1062,156,0.0301369863013699,0.174603174603175,0.0514018691588785,0.416839765625,0.583160234375,0,5.19052884456132,6.29112541470277,0.109036278620422,-1.06600897970777,352.0445859375,619.360309895833,7.50983846287736e-05,8.25722110375292e-05,0.750983846287736,0.825722110375292,7.47382640875566e-06
CA-CFAR,31,21,0.0001,520,0,60,189,63,0.333333333333333,1655,37914812,4.36504867807336e-05,0.436504867807336,63,520,126,0.108061749571184,0.333333333333333,0.163212435233161,0,1,0,NaN,NaN,0.109036278620422,-1.06600897970777,0,243.831442708333,4.15726156813996e-05,4.58053201744638e-05,0.415726156813996,0.458053201744638,4.23270449306424e-06
G0,31,21,0.0001,520,3,60,189,37,0.195767195767196,1116,4462993,0.000250056408334048,2.50056408334048,37,500,152,0.068901303538175,0.195767195767196,0.101928374655647,0.873276484375,0.126723515625,0,5.47690596032312,21.373463295378,0.109036278620422,-1.06600897970777,3346.92590625,3697.62083072917,0.000235600642046438,0.000265166904578647,2.35600642046438,2.65166904578647,2.95662625322094e-05
G0-L1,31,21,0.0001,520,2,60,189,0,0,0,5552,0,0,0,0,189,0,0,0,0.999646744791667,0.000353255208333333,0,20.3773746987009,28.5820802103769,0.109036278620422,-1.06600897970777,25.7869947916667,267.419828125,0,0.00066420285236429,0,6.6420285236429,0.00066420285236429
GenGamma,31,21,0.0001,520,3,60,189,51,0.26984126984127,55329,37832947,0.00146245546243067,14.6245546243067,51,46129,138,0.00110437418796016,0.26984126984127,0.00219974551963596,0.00238408854166668,0.997615911458334,0,1.04243612122118,0.586566155239367,0.109036278620422,-1.06600897970777,177.134109375,1169.57056770833,0.00145030350960457,0.00147468380352862,14.5030350960457,14.7468380352862,2.43802939240583e-05
GenGamma-exact,31,21,0.0001,520,3,60,189,51,0.26984126984127,49994,36963993,0.00135250539626495,13.5250539626495,51,41702,138,0.00122146911599167,0.26984126984127,0.00243192980782986,0.0251044010416667,0.974895598958333,0,1.13675964893666,0.616666205939391,0.109036278620422,-1.06600897970777,473.50759375,1447.72980208333,0.00134068322753777,0.00136440577208402,13.4068322753777,13.6440577208402,2.37225445462446e-05
K,31,21,0.0001,520,2,60,189,0,0,0,5552,0,0,0,0,189,0,0,0,0.999646744791667,0.000353255208333333,0,NaN,NaN,0.109036278620422,-1.06600897970777,10.4513958333333,250.722588541667,0,0.00066420285236429,0,6.6420285236429,0.00066420285236429
Lognormal,31,21,0.0001,520,2,60,189,26,0.137566137566138,784,37914812,2.06779345233203e-05,0.206779345233203,26,265,163,0.0893470790378007,0.137566137566138,0.108333333333333,0,1,0,0.330206143049672,0.0234864363882069,0.109036278620422,-1.06600897970777,6.87743489583333,245.531192708333,1.92556442516596e-05,2.21774745109066e-05,0.192556442516596,0.221774745109066,2.92183025924701e-06
Weibull,31,21,0.0001,520,2,60,189,172,0.91005291005291,56245,37914812,0.00148345717763285,14.8345717763285,172,23102,17,0.00739022084729741,0.91005291005291,0.0146613817499893,0,1,0,3.88409481343037,0.260408799462111,0.109036278620422,-1.06600897970777,8.32878125,246.733828125,0.00147123142333039,0.00149575915116625,14.7123142333039,14.9575915116625,2.45277278358661e-05
BurrXII,41,27,0.0001,952,3,60,189,45,0.238095238095238,1663,22170573,7.50093378281202e-05,0.750093378281202,45,1039,144,0.0415129151291513,0.238095238095238,0.0706991358994501,0.4105728125,0.5894271875,0,5.62501781399278,6.79061673070256,0.109743158004747,-1.07443833748282,348.4837265625,610.9121640625,7.14472552393938e-05,7.87030259831189e-05,0.714472552393938,0.787030259831189,7.25577074372504e-06
CA-CFAR,41,27,0.0001,952,0,60,189,87,0.46031746031746,1774,37914812,4.6789101842309e-05,0.46789101842309,87,524,102,0.142389525368249,0.46031746031746,0.2175,0,1,0,NaN,NaN,0.109743158004747,-1.07443833748282,0,238.195455729167,4.46369383499902e-05,4.90182057003165e-05,0.446369383499902,0.490182057003165,4.38126735032628e-06
G0,41,27,0.0001,952,3,60,189,45,0.238095238095238,1142,4547081,0.000251150133459246,2.51150133459246,45,445,144,0.0918367346938776,0.238095238095238,0.132547864506627,0.870662135416667,0.129337864583333,0,2.97808864780247,4.72803249648022,0.109743158004747,-1.07443833748282,3292.7868125,3636.85853645833,0.000236794938990742,0.000266147875575523,2.36794938990742,2.66147875575523,2.93529365847812e-05
G0-L1,41,27,0.0001,952,2,60,189,0,0,0,4845,0,0,0,0,189,0,0,0,0.999703567708333,0.000296432291666667,0,20.7080570556527,28.9380681444402,0.109743158004747,-1.07443833748282,24.8877161458333,260.6414921875,0,0.000761088853139913,0,7.61088853139913,0.000761088853139913
GenGamma,41,27,0.0001,952,3,60,189,64,0.338624338624339,48834,37823015,0.00129111864826218,12.9111864826218,64,40986,125,0.00155907429963459,0.338624338624339,0.00310385799849657,0.0026203125,0.9973796875,0,1.02634049765859,0.429666114197655,0.109743158004747,-1.07443833748282,176.376432291667,1147.78040625,0.00127969974988782,0.00130261398828711,12.7969974988782,13.0261398828711,2.2914238399292e-05
GenGamma-exact,41,27,0.0001,952,3,60,189,64,0.338624338624339,45209,37048446,0.00122026710647999,12.2026710647999,64,37758,125,0.00169213685156787,0.338624338624339,0.00336744626555471,0.0228610677083333,0.977138932291667,0,1.12000898398777,0.446323838593616,0.109743158004747,-1.07443833748282,478.759065104167,1454.14933072917,0.00120905106713026,0.00123156120141116,12.0905106713026,12.3156120141116,2.2510134280907e-05
K,41,27,0.0001,952,2,60,189,0,0,0,4845,0,0,0,0,189,0,0,0,0.999703567708333,0.000296432291666667,0,NaN,NaN,0.109743158004747,-1.07443833748282,15.4206197916667,250.212059895833,0,0.000761088853139913,0,7.61088853139913,0.000761088853139913
Lognormal,41,27,0.0001,952,2,60,189,39,0.206349206349206,745,37914812,1.96493127804511e-05,0.196493127804511,39,223,150,0.148854961832061,0.206349206349206,0.172949002217295,0,1,0,0.331275044844257,0.0177316640733797,0.109743158004747,-1.07443833748282,6.85183072916667,239.857208333333,1.82634854214366e-05,2.11124134806486e-05,0.182634854214366,0.211124134806486,2.84892805921208e-06
Weibull,41,27,0.0001,952,2,60,189,180,0.952380952380952,55496,37914812,0.00146370236518646,14.6370236518646,180,21889,9,0.00815623725587929,0.952380952380952,0.0161739599245215,0,1,0,3.87155592099442,0.194297881583264,0.109743158004747,-1.07443833748282,8.075296875,240.838171875,0.00145155833480313,0.00147592261855006,14.5155833480313,14.7592261855006,2.43642837469357e-05
BurrXII,51,41,0.0001,920,3,60,189,72,0.380952380952381,1986,22372223,8.87707940332975e-05,0.887707940332975,72,1180,117,0.0575079872204473,0.380952380952381,0.0999306037473976,0.405219973958333,0.594780026041667,0,5.30041653592766,6.5882556753633,0.110423433117789,-1.06777013545029,349.293877604167,615.729713541667,8.49092782974202e-05,9.27626352731223e-05,0.849092782974202,0.927626352731223,7.85335697570214e-06
CA-CFAR,51,41,0.0001,920,0,60,189,117,0.619047619047619,2570,37914812,6.77835353634353e-05,0.677835353634353,117,589,72,0.165722379603399,0.619047619047619,0.26145251396648,0,1,0,NaN,NaN,0.110423433117789,-1.06777013545029,0,242.8808203125,6.51880503960219e-05,7.04558546601153e-05,0.651880503960219,0.704558546601152,5.26780426409335e-06
G0,51,41,0.0001,920,3,60,189,76,0.402116402116402,1434,4895120,0.000292944810341728,2.92944810341728,76,487,113,0.134991119005329,0.402116402116402,0.202127659574468,0.861488984375,0.138511015625,0,3.2323006521183,5.01703986008612,0.110423433117789,-1.06777013545029,3308.05858854167,3666.54683854167,0.0002779791706086,0.000308506631295824,2.779791706086,3.08506631295824,3.05274606872238e-05
G0-L1,51,41,0.0001,920,2,60,189,1,0.00529100529100529,0,7203,0,0,1,0,188,1,0.00529100529100529,0.0105263157894737,0.999619479166667,0.000380520833333333,0,21.927310189753,28.9615299046531,0.110423433117789,-1.06777013545029,24.7173333333333,265.213447916667,0,0.000511999864031704,0,5.11999864031704,0.000511999864031704
GenGamma,51,41,0.0001,920,3,60,189,102,0.53968253968254,50061,37817842,0.00132374025995455,13.2374025995455,102,41171,87,0.00247134930826448,0.53968253968254,0.00492016786455067,0.00272901041666666,0.997270989583333,0,1.03923191544702,0.44204542203071,0.110423433117789,-1.06777013545029,178.100200520833,1164.342125,0.00131217708967069,0.00133537987590593,13.1217708967069,13.3537987590593,2.32027862352407e-05
GenGamma-exact,51,41,0.0001,920,3,60,189,102,0.53968253968254,46556,37051724,0.00125651373199261,12.5651373199261,102,38165,87,0.00266548200799645,0.53968253968254,0.00530476388599958,0.0227059895833333,0.977294010416667,0,1.13339453580072,0.456134658529155,0.110423433117789,-1.06777013545029,477.924205729167,1459.1531015625,0.00124513266229356,0.00126797284289219,12.4513266229356,12.6797284289219,2.28401805986319e-05
K,51,41,0.0001,920,2,60,189,1,0.00529100529100529,0,7203,0,0,1,0,188,1,0.00529100529100529,0.0105263157894737,0.999619479166667,0.000380520833333333,0,NaN,NaN,0.110423433117789,-1.06777013545029,9.7185546875,248.870838541667,0,0.000511999864031704,0,5.11999864031704,0.000511999864031704
Lognormal,51,41,0.0001,920,2,60,189,66,0.349206349206349,1109,37914812,2.92497823805641e-05,0.292497823805641,66,259,123,0.203076923076923,0.349206349206349,0.256809338521401,0,1,0,0.332298340868495,0.0182344460543223,0.110423433117789,-1.06777013545029,6.60754947916667,244.459489583333,2.75534162523227e-05,3.10232521055577e-05,0.275534162523227,0.310232521055577,3.46983585323498e-06
Weibull,51,41,0.0001,920,2,60,189,185,0.978835978835979,59575,37914812,0.00157128564952399,15.7128564952399,185,22689,4,0.00808778525837195,0.978835978835979,0.0160430126176126,0,1,0,3.85967711001012,0.197615057527194,0.110423433117789,-1.06777013545029,8.34553645833333,245.820338541667,0.00155870300583151,0.00158394449594703,15.5870300583151,15.8394449594703,2.52414901155168e-05
BurrXII,61,49,0.0001,1320,3,60,189,84,0.444444444444444,2191,22560984,9.71145584784777e-05,0.971145584784777,84,1108,105,0.0704697986577181,0.444444444444444,0.121650977552498,0.400265755208333,0.599734244791667,0,5.56652349850619,6.64272276986387,0.110639654706373,-1.06152903732262,350.887489583333,619.8945390625,9.30904611430686e-05,0.0001012678425097,0.930904611430686,1.012678425097,8.17738136663178e-06
CA-CFAR,61,49,0.0001,1320,0,60,189,130,0.687830687830688,2843,37914812,7.498388756352e-05,0.7498388756352,130,647,59,0.167310167310167,0.687830687830688,0.269151138716356,0,1,0,NaN,NaN,0.110639654706373,-1.06152903732262,0,244.8170078125,7.22527357264617e-05,7.77918477429844e-05,0.722527357264617,0.777918477429844,5.53911201652273e-06
G0,61,49,0.0001,1320,3,60,189,92,0.486772486772487,1696,5130305,0.000330584633857051,3.30584633857051,92,498,97,0.155932203389831,0.486772486772487,0.23620025673941,0.855373932291667,0.144626067708333,0,3.38085558013229,3.57262250260002,0.110639654706373,-1.06152903732262,3307.72309114583,3671.09090885417,0.000315039249936633,0.000346698423245815,3.15039249936632,3.46698423245815,3.16591733091828e-05
