Detector,Sli,Guard,Pfa,N,NMoments,Images,ShipsTotal,ShipsDetected,Pd_pooled,FalsePixels,BackgroundPixels,Pfa_pooled,PfaRatio,TP,FP,FN,Precision_pooled,Recall_pooled,F1_pooled,FractionInvalid,CoverageFraction,MaxLogMismatchPct,MedianShape,IQRShape,MedianC2,MedianSkew,EstMsPerMP,TotalMsPerMP
GenGamma-exact,31,21,1e-06,520,3,60,189,34,0.17989417989418,17980,36963993,0.000486419310814175,486.419310814175,34,15460,155,0.00219439783141861,0.17989417989418,0.00433590512019384,0.0251044010416667,0.974895598958333,0,1.13675964893666,0.616666205939391,0.109036278620422,-1.06600897970777,473.50759375,1434.51064583333
K,31,21,1e-06,520,2,60,189,0,0,0,5552,0,0,0,0,189,0,0,0,0.999646744791667,0.000353255208333333,0,NaN,NaN,0.109036278620422,-1.06600897970777,10.4513958333333,250.845609375
Lognormal,31,21,1e-06,520,2,60,189,2,0.0105820105820106,56,37914812,1.47699532309431e-06,1.47699532309431,2,15,187,0.117647058823529,0.0105820105820106,0.0194174757281553,0,1,0,0.330206143049672,0.0234864363882069,0.109036278620422,-1.06600897970777,6.87743489583333,245.439190104167
Weibull,31,21,1e-06,520,2,60,189,141,0.746031746031746,18532,37914812,0.000488779952278281,488.779952278281,141,6020,48,0.0228858951468917,0.746031746031746,0.0444094488188976,0,1,0,3.88409481343037,0.260408799462111,0.109036278620422,-1.06600897970777,8.32878125,246.784513020833
BurrXII,41,27,1e-06,952,3,60,189,31,0.164021164021164,227,22170573,1.02387971659551e-05,10.2387971659551,31,103,158,0.23134328358209,0.164021164021164,0.191950464396285,0.4105728125,0.5894271875,0,5.62501781399278,6.79061673070256,0.109743158004747,-1.07443833748282,348.4837265625,610.031520833333
CA-CFAR,41,27,1e-06,952,0,60,189,31,0.164021164021164,177,37914812,4.66836021763737e-06,4.66836021763737,31,55,158,0.36046511627907,0.164021164021164,0.225454545454545,0,1,0,NaN,NaN,0.109743158004747,-1.07443833748282,0,238.282005208333
G0,41,27,1e-06,952,3,60,189,28,0.148148148148148,235,4547081,5.16815073230497e-05,51.6815073230497,28,85,161,0.247787610619469,0.148148148148148,0.185430463576159,0.870662135416667,0.129337864583333,0,2.97808864780247,4.72803249648022,0.109743158004747,-1.07443833748282,3292.7868125,3644.75601302083
G0-L1,41,27,1e-06,952,2,60,189,0,0,0,4845,0,0,0,0,189,0,0,0,0.999703567708333,0.000296432291666667,0,20.7080570556527,28.9380681444402,0.109743158004747,-1.07443833748282,24.8877161458333,260.640325520833
GenGamma,41,27,1e-06,952,3,60,189,45,0.238095238095238,14148,37823015,0.000374057964443078,374.057964443078,45,12013,144,0.00373196218278321,0.238095238095238,0.00734873846656324,0.0026203125,0.9973796875,0,1.02634049765859,0.429666114197655,0.109743158004747,-1.07443833748282,176.376432291667,1127.86075520833
GenGamma-exact,41,27,1e-06,952,3,60,189,45,0.238095238095238,16298,37048446,0.000439910489093119,439.910489093119,45,14077,144,0.00318651749044045,0.238095238095238,0.00628886870239676,0.0228610677083333,0.977138932291667,0,1.12000898398777,0.446323838593616,0.109743158004747,-1.07443833748282,478.759065104167,1429.85978645833
K,41,27,1e-06,952,2,60,189,0,0,0,4845,0,0,0,0,189,0,0,0,0.999703567708333,0.000296432291666667,0,NaN,NaN,0.109743158004747,-1.07443833748282,15.4206197916667,250.311567708333
Lognormal,41,27,1e-06,952,2,60,189,3,0.0158730158730159,77,37914812,2.03086856925468e-06,2.03086856925468,3,18,186,0.142857142857143,0.0158730158730159,0.0285714285714286,0,1,0,0.331275044844257,0.0177316640733797,0.109743158004747,-1.07443833748282,6.85183072916667,239.772815104167
Weibull,41,27,1e-06,952,2,60,189,151,0.798941798941799,18694,37914812,0.000493052688748661,493.052688748661,151,5681,38,0.0258916323731139,0.798941798941799,0.0501577810994851,0,1,0,3.87155592099442,0.194297881583264,0.109743158004747,-1.07443833748282,8.075296875,241.009575520833
BurrXII,51,41,1e-06,920,3,60,189,53,0.28042328042328,334,22372223,1.49292271939181e-05,14.9292271939181,53,151,136,0.259803921568627,0.28042328042328,0.269720101781171,0.405219973958333,0.594780026041667,0,5.30041653592766,6.5882556753633,0.110423433117789,-1.06777013545029,349.293877604167,615.2759453125
CA-CFAR,51,41,1e-06,920,0,60,189,50,0.264550264550265,408,37914812,1.07609659254014e-05,10.7609659254014,50,85,139,0.37037037037037,0.264550264550265,0.308641975308642,0,1,0,NaN,NaN,0.110423433117789,-1.06777013545029,0,242.832830729167
G0,51,41,1e-06,920,3,60,189,46,0.243386243386243,271,4895120,5.53612577424047e-05,55.3612577424047,46,105,143,0.304635761589404,0.243386243386243,0.270588235294118,0.861488984375,0.138511015625,0,3.2323006521183,5.01703986008612,0.110423433117789,-1.06777013545029,3308.05858854167,3673.77363541667
G0-L1,51,41,1e-06,920,2,60,189,0,0,0,7203,0,0,0,0,189,0,0,0,0.999619479166667,0.000380520833333333,0,21.927310189753,28.9615299046531,0.110423433117789,-1.06777013545029,24.7173333333333,265.12396875
GenGamma,51,41,1e-06,920,3,60,189,79,0.417989417989418,14718,37817842,0.000389181381634626,389.181381634626,79,12061,110,0.00650741350906096,0.417989417989418,0.012815313488523,0.00272901041666666,0.997270989583333,0,1.03923191544702,0.44204542203071,0.110423433117789,-1.06777013545029,178.100200520833,1143.56669010417
GenGamma-exact,51,41,1e-06,920,3,60,189,79,0.417989417989418,16943,37051724,0.000457279666662744,457.279666662744,79,14205,110,0.00553066367964156,0.417989417989418,0.0109168797070407,0.0227059895833333,0.977294010416667,0,1.13339453580072,0.456134658529155,0.110423433117789,-1.06777013545029,477.924205729167,1443.51763802083
K,51,41,1e-06,920,2,60,189,0,0,0,7203,0,0,0,0,189,0,0,0,0.999619479166667,0.000380520833333333,0,NaN,NaN,0.110423433117789,-1.06777013545029,9.7185546875,248.974002604167
Lognormal,51,41,1e-06,920,2,60,189,10,0.0529100529100529,73,37914812,1.92536890331937e-06,1.92536890331937,10,15,179,0.4,0.0529100529100529,0.0934579439252336,0,1,0,0.332298340868495,0.0182344460543223,0.110423433117789,-1.06777013545029,6.60754947916667,244.233625
Weibull,51,41,1e-06,920,2,60,189,174,0.920634920634921,20764,37914812,0.000547648765870183,547.648765870183,174,5984,15,0.0282559272491069,0.920634920634921,0.0548290530959508,0,1,0,3.85967711001012,0.197615057527194,0.110423433117789,-1.06777013545029,8.34553645833333,245.918713541667
BurrXII,61,49,1e-06,1320,3,60,189,69,0.365079365079365,411,22560984,1.82172905224347e-05,18.2172905224347,69,122,120,0.361256544502618,0.365079365079365,0.363157894736842,0.400265755208333,0.599734244791667,0,5.56652349850619,6.64272276986387,0.110639654706373,-1.06152903732262,350.887489583333,619.9283515625
CA-CFAR,61,49,1e-06,1320,0,60,189,63,0.333333333333333,587,37914812,1.54820759760064e-05,15.4820759760064,63,95,126,0.39873417721519,0.333333333333333,0.363112391930836,0,1,0,NaN,NaN,0.110639654706373,-1.06152903732262,0,244.988299479167
G0,61,49,1e-06,1320,3,60,189,63,0.333333333333333,344,5130305,6.70525436596849e-05,67.0525436596849,63,98,126,0.391304347826087,0.333333333333333,0.36,0.855373932291667,0.144626067708333,0,3.38085558013229,3.57262250260002,0.110639654706373,-1.06152903732262,3307.72309114583,3677.79478125
G0-L1,61,49,1e-06,1320,2,60,189,0,0,0,5932,0,0,0,0,189,0,0,0,0.99967484375,0.00032515625,0,24.2000841753103,39.0918690267072,0.110639654706373,-1.06152903732262,25.1653802083333,267.411140625
GenGamma,61,49,1e-06,1320,3,60,189,94,0.497354497354497,14035,37808902,0.000371208875624053,371.208875624053,94,11079,95,0.00841313881679048,0.497354497354497,0.0165463826791058,0.00294697916666666,0.997053020833333,0,1.05013819986012,0.367220464383703,0.110639654706373,-1.06152903732262,173.649591145833,1138.59100520833
GenGamma-exact,61,49,1e-06,1320,3,60,189,93,0.492063492063492,16710,37085378,0.000450581897803495,450.581897803496,93,13625,96,0.00677941390873305,0.492063492063492,0.0133745595743151,0.021805546875,0.978194453125,0,1.14474205448474,0.380336656908066,0.110639654706373,-1.06152903732262,478.110716145833,1448.23770572917
K,61,49,1e-06,1320,2,60,189,0,0,0,5932,0,0,0,0,189,0,0,0,0.99967484375,0.00032515625,0,NaN,NaN,0.110639654706373,-1.06152903732262,9.8377890625,251.084450520833
Lognormal,61,49,1e-06,1320,2,60,189,17,0.0899470899470899,105,37914812,2.76936623080183e-06,2.76936623080183,17,24,172,0.414634146341463,0.0899470899470899,0.147826086956522,0,1,0,0.332623285193766,0.0155161714531265,0.110639654706373,-1.06152903732262,6.71525520833333,246.412934895833
Weibull,61,49,1e-06,1320,2,60,189,181,0.957671957671958,21339,37914812,0.000562814342848383,562.814342848383,181,5865,8,0.0299371485279524,0.957671957671958,0.0580593424218123,0,1,0,3.85591199689274,0.166570278545074,0.110639654706373,-1.06152903732262,8.82699479166667,248.726924479167
BurrXII,71,57,1e-06,1792,3,60,189,79,0.417989417989418,603,22732608,2.65257730217316e-05,26.5257730217316,79,155,110,0.337606837606838,0.417989417989418,0.373522458628842,0.395812552083333,0.604187447916667,0,5.79208426850182,5.9041382207096,0.110824169448695,-1.05298957290805,343.91575,609.122192708333
CA-CFAR,71,57,1e-06,1792,0,60,189,72,0.380952380952381,660,37914812,1.74074448793258e-05,17.4074448793258,72,99,117,0.421052631578947,0.380952380952381,0.4,0,1,0,NaN,NaN,0.110824169448695,-1.05298957290805,0,242.5076796875
G0,71,57,1e-06,1792,3,60,189,73,0.386243386243386,465,5371147,8.65736871472704e-05,86.5736871472704,73,85,116,0.462025316455696,0.386243386243386,0.420749279538905,0.8492871875,0.1507128125,0,3.44750608400209,4.06227273385519,0.110824169448695,-1.05298957290805,3287.4151953125,3661.92930989583
G0-L1,71,57,1e-06,1792,2,60,189,0,0,0,4239,0,0,0,0,189,0,0,0,0.999739869791667,0.000260130208333333,0,36.3617921721328,46.0511850167963,0.110824169448695,-1.05298957290805,23.4743854166667,263.356494791667
GenGamma,71,57,1e-06,1792,3,60,189,109,0.576719576719577,13965,37800405,0.000369440486153521,369.440486153521,109,10541,80,0.0102347417840376,0.576719576719577,0.020112556508903,0.00315736979166667,0.996842630208333,0,1.06820295292636,0.318539040062553,0.110824169448695,-1.05298957290805,170.8473515625,1128.20126822917
GenGamma-exact,71,57,1e-06,1792,3,60,189,108,0.571428571428571,17042,37102835,0.000459318000902087,459.318000902087,108,13396,81,0.00799763033175355,0.571428571428571,0.0157744833126415,0.0213498697916667,0.978650130208333,0,1.16345471661516,0.32783353500139,0.110824169448695,-1.05298957290805,468.268419270833,1430.64026822917
K,71,57,1e-06,1792,2,60,189,0,0,0,4239,0,0,0,0,189,0,0,0,0.999739869791667,0.000260130208333333,0,NaN,NaN,0.110824169448695,-1.05298957290805,9.2625234375,248.22440625
Lognormal,71,57,1e-06,1792,2,60,189,22,0.116402116402116,141,37914812,3.7188632242196e-06,3.7188632242196,22,31,167,0.415094339622642,0.116402116402116,0.181818181818182,0,1,0,0.332900051392152,0.0134740906768306,0.110824169448695,-1.05298957290805,6.58441927083333,244.082869791667
Weibull,71,57,1e-06,1792,2,60,189,181,0.957671957671958,22087,37914812,0.000582542780378286,582.542780378286,181,5786,8,0.0303335009217362,0.957671957671958,0.0588044184535413,0,1,0,3.85271732834803,0.145136832181941,0.110824169448695,-1.05298957290805,8.07946354166667,245.653614583333
BurrXII,81,65,1e-06,2336,3,60,189,93,0.492063492063492,728,22897953,3.17932349673353e-05,31.7932349673353,93,140,96,0.399141630901288,0.492063492063492,0.440758293838863,0.391643046875,0.608356953125,0,4.91096245046534,5.85596812436119,0.110926293226674,-1.05249276558247,352.262684895833,619.377390625
CA-CFAR,81,65,1e-06,2336,0,60,189,78,0.412698412698413,632,37914812,1.66689472177786e-05,16.6689472177786,78,99,111,0.440677966101695,0.412698412698413,0.426229508196721,0,1,0,NaN,NaN,0.110926293226674,-1.05249276558247,0,243.449565104167
G0,81,65,1e-06,2336,3,60,189,78,0.412698412698413,385,5612437,6.85976519647347e-05,68.5976519647348,78,73,111,0.516556291390728,0.412698412698413,0.458823529411765,0.84335046875,0.15664953125,0,3.61395008170128,4.02918464712834,0.110926293226674,-1.05249276558247,3283.33065104167,3661.49181770833
G0-L1,81,65,1e-06,2336,2,60,189,0,0,0,3273,0,0,0,0,189,0,0,0,0.999778932291667,0.000221067708333333,0,30.6233356765926,37.7382530571412,0.110926293226674,-1.05249276558247,24.2769583333333,264.849455729167
GenGamma,81,65,1e-06,2336,3,60,189,122,0.645502645502645,13762,37790408,0.000364166483727828,364.166483727829,122,10109,67,0.0119245430554198,0.645502645502645,0.0234165067178503,0.0034103125,0.9965896875,0,1.06912795198773,0.28599619425974,0.110926293226674,-1.05249276558247,170.225072916667,1127.122953125
GenGamma-exact,81,65,1e-06,2336,3,60,189,122,0.645502645502645,17382,37119067,0.000468276856204387,468.276856204387,122,13345,67,0.00905918170342318,0.645502645502645,0.017867603983597,0.020927890625,0.979072109375,0,1.16441362612749,0.290688339772021,0.110926293226674,-1.05249276558247,481.180294270833,1444.2139375
K,81,65,1e-06,2336,2,60,189,0,0,0,3273,0,0,0,0,189,0,0,0,0.999778932291667,0.000221067708333333,0,NaN,NaN,0.110926293226674,-1.05249276558247,9.16125,248.8108828125
Lognormal,81,65,1e-06,2336,2,60,189,27,0.142857142857143,184,37914812,4.85298463302416e-06,4.85298463302416,27,34,162,0.442622950819672,0.142857142857143,0.216,0,1,0,0.333053356004506,0.0120115427556151,0.110926293226674,-1.05249276558247,6.34705208333333,244.431361979167
Weibull,81,65,1e-06,2336,2,60,189,182,0.962962962962963,22753,37914812,0.000600108474756515,600.108474756515,182,5707,7,0.0309050772626932,0.962962962962963,0.0598881210924646,0,1,0,3.85094490884055,0.128384842199763,0.110926293226674,-1.05249276558247,9.0183515625,247.187380208333
BurrXII,91,73,1e-06,2952,3,60,189,101,0.534391534391534,742,23024253,3.22268870134462e-05,32.2268870134462,101,174,88,0.367272727272727,0.534391534391534,0.435344827586207,0.388581119791667,0.611418880208333,0,4.6042723592477,5.28728261440035,0.11098521737365,-1.05118857213264,355.4051796875,629.899513020833
CA-CFAR,91,73,1e-06,2952,0,60,189,89,0.470899470899471,568,37914812,1.49809525628137e-05,14.9809525628137,89,101,100,0.468421052631579,0.470899470899471,0.469656992084433,0,1,0,NaN,NaN,0.11098521737365,-1.05118857213264,0,251.410291666667
G0,91,73,1e-06,2952,3,60,189,81,0.428571428571429,400,5840177,6.84910748424234e-05,68.4910748424234,81,74,108,0.52258064516129,0.428571428571429,0.47093023255814,0.837787317708333,0.162212682291667,0,3.82074919982782,4.00539248081427,0.11098521737365,-1.05118857213264,3239.88824479167,3634.30070833333
G0-L1,91,73,1e-06,2952,2,60,189,0,0,0,3063,0,0,0,0,189,0,0,0,0.999816276041667,0.000183723958333333,0,25.7456361596839,31.1109213460434,0.11098521737365,-1.05118857213264,25.1007890625,273.254380208333
GenGamma,91,73,1e-06,2952,3,60,189,131,0.693121693121693,13683,37783033,0.000362146681024787,362.146681024787,131,9875,58,0.0130921447131721,0.693121693121693,0.0256988719960765,0.00361752604166667,0.996382473958333,0,1.07167175823756,0.258335642082335,0.11098521737365,-1.05118857213264,174.341622395833,1137.60596614583
GenGamma-exact,91,73,1e-06,2952,3,60,189,131,0.693121693121693,17278,37128193,0.000465360649251096,465.360649251096,131,13164,58,0.00985332831891689,0.693121693121693,0.0194304360723821,0.0207059635416667,0.979294036458333,0,1.16704879169121,0.263507042252568,0.11098521737365,-1.05118857213264,465.4387421875,1444.05236458333
K,91,73,1e-06,2952,2,60,189,0,0,0,3063,0,0,0,0,189,0,0,0,0.999816276041667,0.000183723958333333,0,NaN,NaN,0.11098521737365,-1.05118857213264,9.12388802083333,256.327963541667
Lognormal,91,73,1e-06,2952,2,60,189,28,0.148148148148148,195,37914812,5.14310871434626e-06,5.14310871434626,28,32,161,0.466666666666667,0.148148148148148,0.224899598393574,0,1,0,0.33314156050009,0.0107589267587573,0.11098521737365,-1.05118857213264,6.63875,252.392653645833
Weibull,91,73,1e-06,2952,2,60,189,181,0.957671957671958,23281,37914812,0.000614034430659975,614.034430659975,181,5734,8,0.0306001690617075,0.957671957671958,0.059305373525557,0,1,0,3.8499309241617,0.116589695949014,0.11098521737365,-1.05118857213264,8.03411458333333,253.63171875
BurrXII,101,73,1e-06,4872,3,60,189,89,0.470899470899471,723,23111640,3.12829379481508e-05,31.2829379481508,89,164,100,0.351778656126482,0.470899470899471,0.402714932126697,0.386390989583333,0.613609010416667,0,3.95640212744837,4.45561341468358,0.111003394946781,-1.05401158936635,345.71096875,633.985890625
CA-CFAR,101,73,1e-06,4872,0,60,189,83,0.439153439153439,516,37914812,1.36094569056547e-05,13.6094569056547,83,109,106,0.432291666666667,0.439153439153439,0.435695538057743,0,1,0,NaN,NaN,0.111003394946781,-1.05401158936635,0,265.96396875
G0,101,73,1e-06,4872,3,60,189,75,0.396825396825397,351,6034126,5.81691532460542e-05,58.1691532460542,75,77,114,0.493421052631579,0.396825396825397,0.439882697947214,0.832857421875,0.167142578125,0,4.16725395999812,4.15448152034619,0.111003394946781,-1.05401158936635,3237.44992447917,3646.8132578125
G0-L1,101,73,1e-06,4872,2,60,189,0,0,0,2450,0,0,0,0,189,0,0,0,0.999861796875,0.000138203125,0,15.8371119441564,23.0352080976059,0.111003394946781,-1.05401158936635,24.9596380208333,287.840096354167
GenGamma,101,73,1e-06,4872,3,60,189,128,0.677248677248677,13251,37773082,0.00035080536981335,350.80536981335,128,9474,61,0.0133305561341387,0.677248677248677,0.026146461035645,0.00384684895833333,0.996153151041667,0,1.06612373130115,0.205346621438294,0.111003394946781,-1.05401158936635,175.590283854167,1148.5155390625
GenGamma-exact,101,73,1e-06,4872,3,60,189,128,0.677248677248677,16836,37137239,0.000453345495070326,453.345495070326,128,12658,61,0.0100109494759894,0.677248677248677,0.0197302504816956,0.020437109375,0.979562890625,0,1.16130039276848,0.20917345458784,0.111003394946781,-1.05401158936635,466.45959375,1448.051375
K,101,73,1e-06,4872,2,60,189,0,0,0,2450,0,0,0,0,189,0,0,0,0.999861796875,0.000138203125,0,NaN,NaN,0.111003394946781,-1.05401158936635,8.88680729166667,270.476278645833
Lognormal,101,73,1e-06,4872,2,60,189,27,0.142857142857143,211,37914812,5.56510737808749e-06,5.56510737808749,27,30,162,0.473684210526316,0.142857142857143,0.219512195121951,0,1,0,0.333169210293858,0.00856041806603747,0.111003394946781,-1.05401158936635,6.7293984375,267.1804765625
Weibull,101,73,1e-06,4872,2,60,189,180,0.952380952380952,23213,37914812,0.000612240936339075,612.240936339075,180,5600,9,0.0311418685121107,0.952380952380952,0.0603116099849221,0,1,0,3.84960288239972,0.0930492942571284,0.111003394946781,-1.05401158936635,8.39821875,269.034114583333
BurrXII,111,79,1e-06,6080,3,60,189,79,0.417989417989418,879,23205339,3.78792139171076e-05,37.8792139171076,79,195,110,0.288321167883212,0.417989417989418,0.341252699784017,0.3841278125,0.6158721875,0,3.96960727525243,4.05985172887076,0.11102570698336,-1.05262501155101,346.5296015625,626.416109375
CA-CFAR,111,79,1e-06,6080,0,60,189,81,0.428571428571429,518,37914812,1.36622067386224e-05,13.6622067386224,81,121,108,0.400990099009901,0.428571428571429,0.414322250639386,0,1,0,NaN,NaN,0.11102570698336,-1.05262501155101,0,258.337880208333
G0,111,79,1e-06,6080,3,60,189,74,0.391534391534392,451,6238563,7.22922891056803e-05,72.2922891056803,74,83,115,0.471337579617834,0.391534391534392,0.427745664739884,0.827848177083333,0.172151822916667,0,4.40169442471024,4.43882719211046,0.11102570698336,-1.05262501155101,3190.1913828125,3596.97304166667
G0-L1,111,79,1e-06,6080,2,60,189,0,0,0,1744,0,0,0,0,189,0,0,0,0.99989484375,0.00010515625,0,53.6941837705077,34.6476052061009,0.11102570698336,-1.05262501155101,24.242578125,279.537497395833
GenGamma,111,79,1e-06,6080,3,60,189,128,0.677248677248677,13592,37765435,0.000359905823936624,359.905823936624,128,9413,61,0.0134157845089613,0.677248677248677,0.0263103802672148,0.004024296875,0.995975703125,0,1.06884572733267,0.185521623858735,0.11102570698336,-1.05262501155101,172.872973958333,1136.1593046875
GenGamma-exact,111,79,1e-06,6080,3,60,189,128,0.677248677248677,17248,37140340,0.000464400702847631,464.400702847631,128,12634,61,0.0100297758971948,0.677248677248677,0.0197668133734847,0.0203307291666667,0.979669270833333,0,1.16412057668997,0.190584246238796,0.11102570698336,-1.05262501155101,467.728791666667,1446.96091666667
K,111,79,1e-06,6080,2,60,189,0,0,0,1744,0,0,0,0,189,0,0,0,0.99989484375,0.00010515625,0,NaN,NaN,0.11102570698336,-1.05262501155101,9.349671875,263.3284609375
Lognormal,111,79,1e-06,6080,2,60,189,35,0.185185185185185,294,37914812,7.75422544624512e-06,7.75422544624513,35,29,154,0.546875,0.185185185185185,0.276679841897233,0,1,0,0.333202714602314,0.00778008052890897,0.11102570698336,-1.05262501155101,6.78026041666667,259.462822916667
Weibull,111,79,1e-06,6080,2,60,189,177,0.936507936507937,24149,37914812,0.000636927858167937,636.927858167937,177,5566,12,0.0308201288525161,0.936507936507937,0.0596763317599461,0,1,0,3.84921528862898,0.0845880100676153,0.11102570698336,-1.05262501155101,8.44864322916667,260.944018229167
BurrXII,121,87,1e-06,7072,3,60,189,78,0.412698412698413,1012,23289644,4.34527895746281e-05,43.4527895746281,78,228,111,0.254901960784314,0.412698412698413,0.315151515151515,0.382088125,0.617911875,0,3.96018091878875,3.99034436368988,0.111088066628716,-1.05009237318315,353.484890625,640.1942421875
CA-CFAR,121,87,1e-06,7072,0,60,189,88,0.465608465608466,557,37914812,1.46908284814916e-05,14.6908284814916,88,147,101,0.374468085106383,0.465608465608466,0.415094339622641,0,1,0,NaN,NaN,0.111088066628716,-1.05009237318315,0,264.0190625
G0,121,87,1e-06,7072,3,60,189,65,0.343915343915344,542,6428370,8.43137529420366e-05,84.3137529420366,65,82,124,0.442176870748299,0.343915343915344,0.386904761904762,0.823184244791667,0.176815755208333,0,4.65345126804897,5.03723107443295,0.111088066628716,-1.05009237318315,3211.62321875,3633.11018229167
G0-L1,121,87,1e-06,7072,2,60,189,0,0,0,684,0,0,0,0,189,0,0,0,0.999922760416667,7.72395833333333e-05,0,22.9482190586103,45.0401928821252,0.111088066628716,-1.05009237318315,23.4212994791667,284.222932291667
