Detector,Sli,Guard,Pfa,N,NMoments,Images,ShipsTotal,ShipsDetected,Pd_pooled,FalsePixels,BackgroundPixels,Pfa_pooled,PfaRatio,TP,FP,FN,Precision_pooled,Recall_pooled,F1_pooled,FractionInvalid,CoverageFraction,MaxLogMismatchPct,MedianShape,IQRShape,MedianC2,MedianSkew,EstMsPerMP,TotalMsPerMP
CA-CFAR,17,13,1e-06,120,0,60,131,7,0.0534351145038168,307,9394273,3.26794846179156e-05,32.6794846179156,7,62,124,0.101449275362319,0.0534351145038168,0.07,0,1,0,NaN,NaN,0.113412183259562,-1.32908202518665,0,300.085121397593
G0,17,13,1e-06,120,3,60,131,3,0.0229007633587786,52,1971202,2.6379843364607e-05,26.379843364607,3,31,128,0.0882352941176471,0.0229007633587786,0.0363636363636364,0.775174514783428,0.224825485216572,0,17.3333427273551,32.557698687315,0.113412183259562,-1.32908202518665,4021.6555472095,4580.49637123623
G0-L1,17,13,1e-06,120,2,60,131,4,0.0305343511450382,11,338662,3.24807625301923e-05,32.4807625301923,4,9,127,0.307692307692308,0.0305343511450382,0.0555555555555556,0.961357233405277,0.0386427665947232,0,8.07431230250783,12.2644858092096,0.113412183259562,-1.32908202518665,58.9479981388341,378.312840432279
GenGamma,17,13,1e-06,120,3,60,131,58,0.442748091603053,21798,8868708,0.0024578551915341,2457.8551915341,58,13641,73,0.0042338856850865,0.442748091603053,0.00838756326825741,0.0541617299654711,0.945838270034529,0,0.83182635756271,2.05626145813226,0.113412183259562,-1.32908202518665,215.292246837698,1502.26519866323
GenGamma-exact,17,13,1e-06,120,3,60,131,54,0.412213740458015,10099,6592308,0.00153193691799594,1531.93691799594,54,6434,77,0.00832305795314427,0.412213740458015,0.0163166641486629,0.290870928238581,0.709129071761419,0,1.30426129309281,2.2953893642294,0.113412183259562,-1.32908202518665,429.85211470449,1395.14717534373
K,17,13,1e-06,120,2,60,131,7,0.0534351145038168,16,338662,4.72447454984616e-05,47.2447454984616,7,11,124,0.388888888888889,0.0534351145038168,0.0939597315436242,0.961357233405277,0.0386427665947232,0,NaN,NaN,0.113412183259562,-1.32908202518665,39.8465609571877,332.351020130488
Lognormal,17,13,1e-06,120,2,60,131,3,0.0229007633587786,138,9394273,1.46898009031673e-05,14.6898009031673,3,29,128,0.09375,0.0229007633587786,0.0368098159509202,0,1,0,0.336761620808461,0.089647659757417,0.113412183259562,-1.32908202518665,11.1382019693698,299.892503418951
Weibull,17,13,1e-06,120,2,60,131,44,0.33587786259542,9288,9394273,0.000988687469482737,988.687469482737,44,2488,87,0.0173775671406003,0.33587786259542,0.0330454374765302,0,1,0,3.80860721437862,0.952896383419736,0.113412183259562,-1.32908202518665,13.4698916473159,302.431010111066
BurrXII,21,15,1e-06,216,3,60,131,11,0.083969465648855,207,4257840,4.86161997632602e-05,48.6161997632602,11,113,120,0.0887096774193548,0.083969465648855,0.0862745098039216,0.535041484492409,0.464958515507591,0,2.63736250025282,3.42245971143126,0.116847898667876,-1.64140194953972,400.913887374498,719.075348404283
CA-CFAR,21,15,1e-06,216,0,60,131,12,0.0916030534351145,227,9394273,2.41636580073839e-05,24.1636580073839,12,43,119,0.218181818181818,0.0916030534351145,0.129032258064516,0,1,0,NaN,NaN,0.116847898667876,-1.64140194953972,0,302.758856999485
G0,21,15,1e-06,216,3,60,131,6,0.0458015267175573,47,1809256,2.59775288848013e-05,25.9775288848013,6,19,125,0.24,0.0458015267175573,0.0769230769230769,0.791157804953127,0.208842195046873,0,14.0295863228012,29.418530243011,0.116847898667876,-1.64140194953972,4228.07091071157,4765.22339971929
G0-L1,21,15,1e-06,216,2,60,131,9,0.0687022900763359,7,338431,2.06836844142528e-05,20.6836844142528,9,6,122,0.6,0.0687022900763359,0.123287671232877,0.961196205082068,0.0388037949179323,0,10.3175322661196,12.6266353626828,0.116847898667876,-1.64140194953972,52.9852666022353,372.505195650747
GenGamma,21,15,1e-06,216,3,60,131,60,0.458015267175573,27225,8992204,0.0030276225939714,3027.6225939714,60,16124,71,0.0037073652990608,0.458015267175573,0.00735519460619062,0.0408759170055819,0.959124082994418,0,0.463827020493733,1.33863082231755,0.116847898667876,-1.64140194953972,219.263951124527,1534.39124989897
GenGamma-exact,21,15,1e-06,216,3,60,131,57,0.435114503816794,11637,6213140,0.001872966004307,1872.966004307,57,7264,74,0.0077858216090698,0.435114503816794,0.0152979066022544,0.328426784754944,0.671573215245056,0,1.08732730114929,1.84650549567952,0.116847898667876,-1.64140194953972,407.800773280515,1325.58951222828
K,21,15,1e-06,216,2,60,131,9,0.0687022900763359,7,338431,2.06836844142528e-05,20.6836844142528,9,6,122,0.6,0.0687022900763359,0.123287671232877,0.961196205082068,0.0388037949179323,0,NaN,NaN,0.116847898667876,-1.64140194953972,35.4203523045971,330.339822968714
Lognormal,21,15,1e-06,216,2,60,131,6,0.0458015267175573,156,9394273,1.66058618905369e-05,16.6058618905369,6,25,125,0.193548387096774,0.0458015267175573,0.0740740740740741,0,1,0,0.341829171937382,0.0700239924595283,0.116847898667876,-1.64140194953972,10.5376399788252,302.831641359616
Weibull,21,15,1e-06,216,2,60,131,51,0.389312977099237,8787,9394273,0.000935357105334282,935.357105334282,51,1744,80,0.0284122562674095,0.389312977099237,0.0529595015576324,0,1,0,3.75204281325767,0.724475950141346,0.116847898667876,-1.64140194953972,13.3722563744568,305.554371435743
BurrXII,31,21,1e-06,520,3,60,131,18,0.137404580152672,230,3847724,5.97755972101949e-05,59.7755972101949,18,70,113,0.204545454545455,0.137404580152672,0.164383561643836,0.573007496577924,0.426992503422076,0,2.83320274085602,3.83336369669927,0.119228652984883,-1.84515150834728,373.835057553944,692.747694373094
CA-CFAR,31,21,1e-06,520,0,60,131,20,0.152671755725191,312,9394273,3.32117237810739e-05,33.2117237810739,20,39,111,0.338983050847458,0.152671755725191,0.210526315789474,0,1,0,NaN,NaN,0.119228652984883,-1.84515150834728,0,303.741180604554
G0,31,21,1e-06,520,3,60,131,18,0.137404580152672,58,1757950,3.29929747717512e-05,32.9929747717512,18,12,113,0.6,0.137404580152672,0.22360248447205,0.793983070494265,0.206016929505735,0,9.81995345970197,20.2010026432719,0.119228652984883,-1.84515150834728,4131.57871742453,4667.17710378996
G0-L1,31,21,1e-06,520,2,60,131,6,0.0458015267175573,7,348699,2.00746202312023e-05,20.0746202312023,6,6,125,0.5,0.0458015267175573,0.0839160839160839,0.959919020275529,0.0400809797244712,0,8.12737528370364,13.8491512528651,0.119228652984883,-1.84515150834728,55.7950424873631,380.633524557414
