Detector,Sli,Guard,Pfa,N,NMoments,Images,ShipsTotal,ShipsDetected,Pd_pooled,FalsePixels,BackgroundPixels,Pfa_pooled,PfaRatio,TP,FP,FN,Precision_pooled,Recall_pooled,F1_pooled,FractionInvalid,CoverageFraction,MaxLogMismatchPct,MedianShape,IQRShape,MedianC2,MedianSkew,EstMsPerMP,TotalMsPerMP,Pfa_CI_Lo,Pfa_CI_Hi,Ratio_CI_Lo,Ratio_CI_Hi,CI_Width
CA-CFAR,11,7,0.0001,72,0,60,131,6,0.0458015267175573,808,9394273,8.60098487663707e-05,0.860098487663707,6,269,125,0.0218181818181818,0.0458015267175573,0.0295566502463054,0,1,0.0164945496270797,NaN,NaN,0.106605371991147,-1.01254572092482,0,326.985833939523,8.01810451421332e-05,9.21503426643544e-05,0.801810451421331,0.921503426643544,1.19692975222213e-05
G0,11,7,0.0001,72,3,60,131,1,0.00763358778625954,298,2167492,0.000137486089914057,1.37486089914057,1,218,130,0.0045662100456621,0.00763358778625954,0.00571428571428571,0.757605776394923,0.242394223605077,0,21.7412534662589,37.6446792809999,0.106605371991147,-1.01254572092482,4106.18074134361,4678.00778481627,0.0001223186080467,0.000154014489157416,1.223186080467,1.54014489157415,3.16958811107154e-05
G0-L1,11,7,0.0001,72,2,60,131,0,0,39,323910,0.00012040381587478,1.2040381587478,0,34,131,0,0,0,0.963735159831751,0.0362648401682493,0,7.13157585191383,11.5667174998825,0.106605371991147,-1.01254572092482,57.9947071404713,402.023159719177,8.56202403203409e-05,0.000164592342969566,0.856202403203409,1.64592342969566,7.89721026492249e-05
GenGamma,11,7,0.0001,72,3,60,131,48,0.366412213740458,33608,8774453,0.00383021027065733,38.3021027065733,48,20420,83,0.00234512409615009,0.366412213740458,0.00466042040875771,0.0649385536279963,0.935061446372004,0,1.25000012225835,2.74848935269421,0.106605371991147,-1.01254572092482,231.585291629986,1554.8244213841,0.00378944599008115,0.00387130248555148,37.8944599008115,38.7130248555148,8.18564954703275e-05
GenGamma-exact,11,7,0.0001,72,3,60,131,42,0.320610687022901,20892,7095197,0.00294452712165709,29.4452712165709,42,12772,89,0.00327766505384735,0.320610687022901,0.00648899188876014,0.241134095958033,0.758865904041967,0,1.68734250963133,3.31623818074366,0.106605371991147,-1.01254572092482,432.117615032212,1472.31868377749,0.00290479077500325,0.00298466994116015,29.0479077500325,29.8466994116015,7.98791661569005e-05
K,11,7,0.0001,72,2,60,131,6,0.0458015267175573,58,323910,0.000179062085147109,1.79062085147109,6,43,125,0.122448979591837,0.0458015267175573,0.0666666666666667,0.963735159831751,0.0362648401682493,0,NaN,NaN,0.106605371991147,-1.01254572092482,37.632260375152,1086.58347176093,0.000135972068446365,0.000231473201244559,1.35972068446365,2.31473201244559,9.55011327981935e-05
Lognormal,11,7,0.0001,72,2,60,131,1,0.00763358778625954,657,9394273,6.99362260389921e-05,0.69936226038992,1,361,130,0.00276243093922652,0.00763358778625954,0.00405679513184584,0,1,0,0.326504369629252,0.116066637523342,0.106605371991147,-1.01254572092482,11.5401855070184,328.909350756642,6.469021058108e-05,7.54943372091588e-05,0.6469021058108,0.754943372091587,1.08041266280787e-05
Weibull,11,7,0.0001,72,2,60,131,58,0.442748091603053,25100,9394273,0.00267184059905434,26.7184059905434,58,10449,73,0.00552012943751785,0.442748091603053,0.010904305320549,0,1,0,3.9281344478242,1.27087383676689,0.106605371991147,-1.01254572092482,16.8387974654774,334.621825592362,0.00263893107627922,0.00270505722342273,26.3893107627922,27.0505722342273,6.61261471435162e-05
BurrXII,15,11,0.0001,104,3,60,131,9,0.0687022900763359,1946,4889441,0.000398000507624491,3.98000507624491,9,1109,122,0.00805008944543828,0.0687022900763359,0.0144115292233787,0.473724706242757,0.526275293757243,0,2.36655954003704,2.66413625550407,0.112020641834398,-1.22699172439767,437.791237561931,762.475860339327,0.000380515123118626,0.000416081897072635,3.80515123118626,4.16081897072635,3.55667739540097e-05
CA-CFAR,15,11,0.0001,104,0,60,131,8,0.0610687022900763,1229,9394273,0.000130824386304294,1.30824386304294,8,238,123,0.032520325203252,0.0610687022900763,0.0424403183023873,0,1,0,NaN,NaN,0.112020641834398,-1.22699172439767,0,305.074641677196,0.000123612064707771,0.000138347682715978,1.23612064707771,1.38347682715978,1.4735618008207e-05
G0,15,11,0.0001,104,3,60,131,4,0.0305343511450382,308,2013339,0.000152979701878323,1.52979701878323,4,199,127,0.0197044334975369,0.0305343511450382,0.0239520958083832,0.771742230636284,0.228257769363716,0,17.6639209845974,38.1475520655133,0.112020641834398,-1.22699172439767,4395.84060838862,4940.34343358061,0.000136371325126152,0.000171052697225304,1.36371325126152,1.71052697225304,3.4681372099152e-05
G0-L1,15,11,0.0001,104,2,60,131,5,0.0381679389312977,78,333669,0.000233764599048758,2.33764599048758,5,50,126,0.0909090909090909,0.0381679389312977,0.0537634408602151,0.962095699374802,0.0379043006251978,0,7.69116968845371,13.9951299017126,0.112020641834398,-1.22699172439767,56.9747170829169,378.660025054796,0.000184785463959617,0.000291740340383071,1.84785463959617,2.91740340383071,0.000106954876423453
GenGamma,15,11,0.0001,104,3,60,131,58,0.442748091603053,40285,8834888,0.00455976351935644,45.5976351935644,58,22742,73,0.00254385964912281,0.442748091603053,0.00505865422354019,0.0579168992907136,0.942083100709286,0,0.970062834510229,2.24609115016942,0.112020641834398,-1.22699172439767,218.369245450769,1528.62582774396,0.00451544444942124,0.00460440774977121,45.1544444942123,46.0440774977121,8.89633003499707e-05
GenGamma-exact,15,11,0.0001,104,3,60,131,59,0.450381679389313,22675,6710384,0.00337909127108076,33.7909127108076,59,12698,72,0.00462491181312221,0.450381679389313,0.00915580384854128,0.279336795285385,0.720663204714615,0,1.37025846123705,2.56518677100664,0.112020641834398,-1.22699172439767,429.366403667242,1416.29065228081,0.00333532357369497,0.00342328833491462,33.3532357369497,34.2328833491462,8.7964761219651e-05
K,15,11,0.0001,104,2,60,131,8,0.0610687022900763,123,333669,0.000368628790807657,3.68628790807657,8,62,123,0.114285714285714,0.0610687022900763,0.0796019900497512,0.962095699374802,0.0379043006251978,0,NaN,NaN,0.112020641834398,-1.22699172439767,39.7473445463065,338.997697883844,0.000306375644826262,0.000439810695983075,3.06375644826262,4.39810695983075,0.000133435051156813
Lognormal,15,11,0.0001,104,2,60,131,3,0.0229007633587786,644,9394273,6.85524042147806e-05,0.685524042147806,3,237,128,0.0125,0.0229007633587786,0.0161725067385445,0,1,0,0.334688413912601,0.0952429842737063,0.112020641834398,-1.22699172439767,10.5206635495363,304.937748411606,6.33595622496967e-05,7.40573831954588e-05,0.633595622496967,0.740573831954588,1.06978209457621e-05
Weibull,15,11,0.0001,104,2,60,131,65,0.49618320610687,25931,9394273,0.00276029874797124,27.6029874797124,65,8503,66,0.00758636788048553,0.49618320610687,0.0149442464651109,0,1,0,3.83221855717613,1.01500170396048,0.112020641834398,-1.22699172439767,13.2741842081968,307.558661520895,0.00272684869889485,0.00279405583310957,27.2684869889485,27.9405583310957,6.72071342147145e-05
BurrXII,17,13,0.0001,120,3,60,131,17,0.129770992366412,1694,4750623,0.000356584810034389,3.56584810034389,17,925,114,0.0180467091295117,0.129770992366412,0.0316868592730662,0.486851288364118,0.513148711635882,0,2.46877290096519,2.85549108316645,0.113412183259562,-1.32908202518665,433.869557569495,750.250282706438,0.000339807224194842,0.000373976200731065,3.39807224194842,3.73976200731065,3.4168976536223e-05
CA-CFAR,17,13,0.0001,120,0,60,131,16,0.122137404580153,1167,9394273,0.000124224620681132,1.24224620681132,16,207,115,0.0717488789237668,0.122137404580153,0.0903954802259887,0,1,0,NaN,NaN,0.113412183259562,-1.32908202518665,0,299.108040513333,0.00011719915514113,0.000131561142428056,1.1719915514113,1.31561142428056,1.43619872869257e-05
G0,17,13,0.0001,120,3,60,131,8,0.0610687022900763,308,1971202,0.000156249841467287,1.56249841467287,8,183,123,0.0418848167539267,0.0610687022900763,0.0496894409937888,0.775174514783428,0.224825485216572,0,17.3333427273551,32.557698687315,0.113412183259562,-1.32908202518665,4021.6555472095,4576.62757614974,0.000139286463097748,0.00017470913677659,1.39286463097748,1.7470913677659,3.54226736788425e-05
G0-L1,17,13,0.0001,120,2,60,131,7,0.0534351145038168,84,338662,0.000248034913866923,2.48034913866923,7,48,124,0.127272727272727,0.0534351145038168,0.0752688172043011,0.961357233405277,0.0386427665947232,0,8.07431230250783,12.2644858092096,0.113412183259562,-1.32908202518665,58.9479981388341,376.238897056368,0.000197847034613324,0.00030707503397337,1.97847034613324,3.0707503397337,0.000109227999360046
GenGamma,17,13,0.0001,120,3,60,131,67,0.511450381679389,42063,8868708,0.00474285544185241,47.4285544185241,67,23774,64,0.00281028480348979,0.511450381679389,0.00558985483063574,0.0541617299654711,0.945838270034529,0,0.83182635756271,2.05626145813226,0.113412183259562,-1.32908202518665,215.292246837698,1518.15872524492,0.00469774340094511,0.00478829127208815,46.9774340094511,47.8829127208815,9.05478711430352e-05
GenGamma-exact,17,13,0.0001,120,3,60,131,68,0.519083969465649,22171,6592308,0.00336316203672523,33.6316203672523,68,12456,63,0.00542957521558607,0.519083969465649,0.0107467404188068,0.290870928238581,0.709129071761419,0,1.30426129309281,2.2953893642294,0.113412183259562,-1.32908202518665,429.85211470449,1410.01249411104,0.00331910956511013,0.00340765159037165,33.1910956511013,34.0765159037165,8.85420252615208e-05
K,17,13,0.0001,120,2,60,131,8,0.0610687022900763,125,338662,0.000369099574206731,3.69099574206731,8,60,123,0.117647058823529,0.0610687022900763,0.0804020100502513,0.961357233405277,0.0386427665947232,0,NaN,NaN,0.113412183259562,-1.32908202518665,39.8465609571877,332.790472478368,0.000307244285640362,0.000439749940637835,3.07244285640362,4.39749940637835,0.000132505654997473
Lognormal,17,13,0.0001,120,2,60,131,8,0.0610687022900763,601,9394273,6.39751474116198e-05,0.639751474116198,8,206,123,0.0373831775700935,0.0610687022900763,0.0463768115942029,0,1,0,0.336761620808461,0.089647659757417,0.113412183259562,-1.32908202518665,11.1382019693698,300.454317125732,5.89621254029507e-05,6.93004520237547e-05,0.589621254029507,0.693004520237547,1.0338326620804e-05
Weibull,17,13,0.0001,120,2,60,131,84,0.641221374045801,24503,9394273,0.00260829124297325,26.0829124297325,84,7556,47,0.0109947643979058,0.641221374045801,0.0216188392742247,0,1,0,3.80860721437862,0.952896383419736,0.113412183259562,-1.32908202518665,13.4698916473159,302.887605323817,0.0025757756291321,0.00264111400535937,25.757756291321,26.4111400535937,6.53383762272718e-05
BurrXII,21,15,0.0001,216,3,60,131,18,0.137404580152672,1245,4257840,0.000292401781184826,2.92401781184826,18,605,113,0.028892455858748,0.137404580152672,0.0477453580901857,0.535041484492409,0.464958515507591,0,2.63736250025282,3.42245971143126,0.116847898667876,-1.64140194953972,400.913887374498,719.135338029105,0.00027638539656027,0.000309104020786474,2.7638539656027,3.09104020786474,3.27186242262042e-05
CA-CFAR,21,15,0.0001,216,0,60,131,23,0.175572519083969,1006,9394273,0.000107086519627437,1.07086519627437,23,161,108,0.125,0.175572519083969,0.146031746031746,0,1,0,NaN,NaN,0.116847898667876,-1.64140194953972,0,300.731484379657,0.000100570887149475,0.000113913452145681,1.00570887149475,1.13913452145681,1.33425649962067e-05
G0,21,15,0.0001,216,3,60,131,14,0.106870229007634,295,1809256,0.000163050447255668,1.63050447255668,14,141,117,0.0903225806451613,0.106870229007634,0.0979020979020979,0.791157804953127,0.208842195046873,0,14.0295863228012,29.418530243011,0.116847898667876,-1.64140194953972,4228.07091071157,4744.19208996176,0.000144974364339864,0.000182756984738297,1.44974364339864,1.82756984738297,3.77826203984335e-05
G0-L1,21,15,0.0001,216,2,60,131,11,0.083969465648855,70,338431,0.000206836844142528,2.06836844142528,11,31,120,0.261904761904762,0.083969465648855,0.127167630057803,0.961196205082068,0.0388037949179323,0,10.3175322661196,12.6266353626828,0.116847898667876,-1.64140194953972,52.9852666022353,374.05917346634,0.000161242905222879,0.000261318789431706,1.61242905222879,2.61318789431706,0.000100075884208827
GenGamma,21,15,0.0001,216,3,60,131,73,0.557251908396947,50235,8992204,0.00558650582215439,55.8650582215439,73,27204,58,0.00267624738790923,0.557251908396947,0.00532691185055458,0.0408759170055819,0.959124082994418,0,0.463827020493733,1.33863082231755,0.116847898667876,-1.64140194953972,219.263951124527,1558.29682932936,0.00553789378078506,0.00563543661732016,55.3789378078506,56.3543661732016,9.75428365351085e-05
GenGamma-exact,21,15,0.0001,216,3,60,131,68,0.519083969465649,23833,6213140,0.00383590261928751,38.3590261928751,68,13164,63,0.00513905683192261,0.519083969465649,0.01017735538427,0.328426784754944,0.671573215245056,0,1.08732730114929,1.84650549567952,0.116847898667876,-1.64140194953972,407.800773280515,1342.79461360367,0.00378744725672533,0.0038848212589746,37.8744725672533,38.848212589746,9.73740022492671e-05
K,21,15,0.0001,216,2,60,131,13,0.099236641221374,131,338431,0.000387080379752446,3.87080379752446,13,41,118,0.240740740740741,0.099236641221374,0.140540540540541,0.961196205082068,0.0388037949179323,0,NaN,NaN,0.116847898667876,-1.64140194953972,35.4203523045971,330.410870157466,0.000323646867081109,0.000459308831664051,3.23646867081109,4.59308831664051,0.000135661964582942
Lognormal,21,15,0.0001,216,2,60,131,11,0.083969465648855,1322,9394273,0.000140724034739037,1.40724034739037,11,266,120,0.0397111913357401,0.083969465648855,0.053921568627451,0,1,0,0.341829171937382,0.0700239924595283,0.116847898667876,-1.64140194953972,10.5376399788252,303.669561293492,0.000133240059544052,0.000148518872942013,1.33240059544052,1.48518872942013,1.52788133979612e-05
Weibull,21,15,0.0001,216,2,60,131,89,0.679389312977099,19786,9394273,0.00210617681644977,21.0617681644977,89,5622,42,0.015583960777447,0.679389312977099,0.030469017459774,0,1,0,3.75204281325767,0.724475950141346,0.116847898667876,-1.64140194953972,13.3722563744568,305.822956855008,0.0020769610315853,0.00213570013490809,20.769610315853,21.3570013490809,5.87391033227908e-05
BurrXII,31,21,0.0001,520,3,60,131,41,0.312977099236641,828,3847724,0.000215192149956702,2.15192149956702,41,336,90,0.108753315649867,0.312977099236641,0.161417322834646,0.573007496577924,0.426992503422076,0,2.83320274085602,3.83336369669927,0.119228652984883,-1.84515150834728,373.835057553944,692.186182330803,0.00020078378000221,0.000230361212119239,2.0078378000221,2.30361212119239,2.95774321170293e-05
CA-CFAR,31,21,0.0001,520,0,60,131,37,0.282442748091603,1781,9394273,0.000189583589916963,1.89583589916963,37,174,94,0.175355450236967,0.282442748091603,0.216374269005848,0,1,0,NaN,NaN,0.119228652984883,-1.84515150834728,0,303.630865020848,0.000180880872575958,0.000198596745781743,1.80880872575958,1.98596745781743,1.77158732057853e-05
G0,31,21,0.0001,520,3,60,131,33,0.251908396946565,278,1757950,0.000158138741147359,1.58138741147359,33,106,98,0.237410071942446,0.251908396946565,0.244444444444444,0.793983070494265,0.206016929505735,0,9.81995345970197,20.2010026432719,0.119228652984883,-1.84515150834728,4131.57871742453,4652.16067191709,0.000140095131053362,0.000177861366907553,1.40095131053362,1.77861366907553,3.77662358541905e-05
G0-L1,31,21,0.0001,520,2,60,131,13,0.099236641221374,49,348699,0.000140522341618416,1.40522341618416,13,19,118,0.40625,0.099236641221374,0.159509202453988,0.959919020275529,0.0400809797244712,0,8.12737528370364,13.8491512528651,0.119228652984883,-1.84515150834728,55.7950424873631,377.056147771495,0.000103960953468257,0.00018577378404333,1.03960953468257,1.8577378404333,8.18128305750738e-05
GenGamma,31,21,0.0001,520,3,60,131,87,0.66412213740458,58146,9148065,0.00635609825684448,63.5609825684448,87,29144,44,0.00297629229242927,0.66412213740458,0.0059260268374089,0.0243752434807363,0.975624756519264,0,0.298490876377073,0.49829424560208,0.119228652984883,-1.84515150834728,207.902475822891,1577.27166104478,0.00630470141752059,0.00640780789882633,63.0470141752059,64.0780789882633,0.000103106481305744
GenGamma-exact,31,21,0.0001,520,3,60,131,78,0.595419847328244,22734,5761311,0.00394597687922072,39.4597687922072,78,11417,53,0.00678555893866899,0.595419847328244,0.0134182005848959,0.372733122559426,0.627266877440574,0,0.560935800677921,0.900101752721699,0.119228652984883,-1.84515150834728,385.051525855403,1290.69241258673,0.00389494702827206,0.00399750625496572,38.9494702827206,39.9750625496572,0.000102559226693664
K,31,21,0.0001,520,2,60,131,19,0.145038167938931,88,348699,0.000252366654335114,2.52366654335114,19,25,112,0.431818181818182,0.145038167938931,0.217142857142857,0.959919020275529,0.0400809797244712,0,NaN,NaN,0.119228652984883,-1.84515150834728,42.4360593505122,339.74300681897,0.000202410202776113,0.00031091367290872,2.02410202776113,3.1091367290872,0.000108503470132607
Lognormal,31,21,0.0001,520,2,60,131,23,0.175572519083969,2968,9394273,0.000315937167250728,3.15937167250728,23,158,108,0.12707182320442,0.175572519083969,0.147435897435897,0,1,0,0.345294991076904,0.0499535685833376,0.119228652984883,-1.84515150834728,10.4181288292536,304.056836086646,0.000304673782053464,0.000327510359170224,3.04673782053464,3.27510359170224,2.28365771167596e-05
Weibull,31,21,0.0001,520,2,60,131,100,0.763358778625954,16698,9394273,0.00177746590928324,17.7746590928324,100,4184,31,0.0233426704014939,0.763358778625954,0.0453001132502831,0,1,0,3.71436047806714,0.515183323567496,0.119228652984883,-1.84515150834728,13.8095866686764,307.784670638028,0.00175063047043267,0.0018046091499205,17.5063047043267,18.046091499205,5.39786794878216e-05
BurrXII,41,27,0.0001,952,3,60,131,51,0.389312977099237,690,3737682,0.00018460639508658,1.8460639508658,51,251,80,0.16887417218543,0.389312977099237,0.235565819861432,0.581679630526794,0.418320369473206,0,2.52292340687254,3.16919051181793,0.119847166304702,-1.90016669644414,357.191187360799,669.773342824322,0.000171088336019975,0.000198908449947355,1.71088336019975,1.98908449947355,2.78201139273797e-05
CA-CFAR,41,27,0.0001,952,0,60,131,43,0.32824427480916,2652,9394273,0.000282299652139128,2.82299652139128,43,160,88,0.211822660098522,0.32824427480916,0.25748502994012,0,1,0,NaN,NaN,0.119847166304702,-1.90016669644414,0,298.290217675896,0.000271658118031557,0.000293251124078573,2.71658118031557,2.93251124078573,2.1593006047016e-05
G0,41,27,0.0001,952,3,60,131,36,0.274809160305344,421,1799233,0.000233988594028678,2.33988594028678,36,100,95,0.264705882352941,0.274809160305344,0.269662921348315,0.787974071774969,0.212025928225031,0,9.60302371679256,16.6552120145661,0.119847166304702,-1.90016669644414,4003.75684635364,4520.09045981886,0.000212170590630148,0.00025744082268081,2.12170590630148,2.5744082268081,4.52702320506624e-05
G0-L1,41,27,0.0001,952,2,60,131,10,0.0763358778625954,50,358576,0.000139440453348802,1.39440453348802,10,12,121,0.454545454545455,0.0763358778625954,0.130718954248366,0.958739805579015,0.0412601944209848,0,8.00904665970813,12.7983430960731,0.119847166304702,-1.90016669644414,50.0188540306901,366.185782261275,0.000103497108000447,0.000183830773461473,1.03497108000447,1.83830773461473,8.03336654610262e-05
GenGamma,41,27,0.0001,952,3,60,131,94,0.717557251908397,63125,9203909,0.00685849892692333,68.5849892692333,94,29954,37,0.0031283280085197,0.717557251908397,0.00622949733258226,0.0182092956591603,0.98179070434084,0,0.263454305189235,0.344916409430268,0.119847166304702,-1.90016669644414,217.040049289897,1620.79229786061,0.00680528075548457,0.00691202766898315,68.0528075548457,69.1202766898314,0.000106746913498571
GenGamma-exact,41,27,0.0001,952,3,60,131,84,0.641221374045801,21439,5546807,0.00386510653786944,38.6510653786944,84,9321,47,0.00893141945773525,0.641221374045801,0.0176174496644295,0.393572715335835,0.606427284664165,0,0.73857398431715,0.895307057353129,0.119847166304702,-1.90016669644414,362.198433029807,1221.31780780622,0.00381363786304458,0.00391709417424578,38.1363786304458,39.1709417424577,0.000103456311201191
K,41,27,0.0001,952,2,60,131,17,0.129770992366412,67,358576,0.000186850207487395,1.86850207487395,17,14,114,0.548387096774194,0.129770992366412,0.209876543209877,0.958739805579015,0.0412601944209848,0,NaN,NaN,0.119847166304702,-1.90016669644414,38.0313312901285,330.844330824421,0.00014480918670558,0.000237287173516128,1.4480918670558,2.37287173516128,9.2477986810548e-05
Lognormal,41,27,0.0001,952,2,60,131,28,0.213740458015267,3385,9394273,0.000360325913458125,3.60325913458125,28,157,103,0.151351351351351,0.213740458015267,0.177215189873418,0,1,0,0.346188337368837,0.0410245405456887,0.119847166304702,-1.90016669644414,10.5641344429177,300.535787342761,0.00034829064773462,0.000372670837357385,3.4829064773462,3.72670837357385,2.43801896227645e-05
Weibull,41,27,0.0001,952,2,60,131,110,0.83969465648855,15497,9394273,0.00164962206229263,16.4962206229263,110,3545,21,0.0300957592339261,0.83969465648855,0.0581088219756999,0,1,0,3.70479957808441,0.41006762203633,0.119847166304702,-1.90016669644414,13.9291810360386,303.586260285069,0.00162377175820821,0.00167578027736675,16.2377175820821,16.7578027736675,5.20085191585461e-05
BurrXII,51,41,0.0001,920,3,60,131,55,0.419847328244275,787,3801048,0.00020704816145442,2.0704816145442,55,270,76,0.169230769230769,0.419847328244275,0.241228070175439,0.574245195075352,0.425754804924648,0,2.30033616903971,3.16748165084824,0.120487158112576,-1.87180061084232,376.04055785462,683.095481284371,0.000192834823050792,0.000222031773704232,1.92834823050792,2.22031773704232,2.91969506534404e-05
CA-CFAR,51,41,0.0001,920,0,60,131,55,0.419847328244275,3350,9394273,0.000356600239316017,3.56600239316017,55,140,76,0.282051282051282,0.419847328244275,0.337423312883436,0,1,0,NaN,NaN,0.120487158112576,-1.87180061084232,0,292.275256573451,0.000344627859852979,0.000368882288546904,3.44627859852979,3.68882288546904,2.42544286939251e-05
G0,51,41,0.0001,920,3,60,131,37,0.282442748091603,553,1860999,0.000297152228453642,2.97152228453642,37,117,94,0.24025974025974,0.282442748091603,0.259649122807018,0.780369180318625,0.219630819681375,0,8.84094989946898,16.3913258835964,0.120487158112576,-1.87180061084232,3966.61980464832,4482.66093878614,0.000272901781988061,0.000322979236539178,2.72901781988061,3.22979236539178,5.00774545511169e-05
G0-L1,51,41,0.0001,920,2,60,131,9,0.0687022900763359,34,374490,9.07901412587786e-05,0.907901412587786,9,14,122,0.391304347826087,0.0687022900763359,0.116883116883117,0.957044541698751,0.0429554583012488,0,8.71324510713931,12.9152247111983,0.120487158112576,-1.87180061084232,60.6822256889367,373.574793913742,6.28756057667014e-05,0.000126867833532102,0.628756057667014,1.26867833532102,6.39922277654011e-05
GenGamma,51,41,0.0001,920,3,60,131,102,0.778625954198473,63271,9200865,0.00687663605541435,68.7663605541435,102,30019,29,0.00338634175492182,0.778625954198473,0.00674335581118604,0.0180986341787877,0.981901365821212,0,0.274809204082609,0.385501471745759,0.120487158112576,-1.87180061084232,207.736695581728,1571.51992821633,0.00682333911388685,0.00693024365824463,68.2333911388685,69.3024365824463,0.00010690454435778
GenGamma-exact,51,41,0.0001,920,3,60,131,94,0.717557251908397,22229,5621300,0.00395442335402843,39.5442335402843,94,9770,37,0.00952960259529603,0.717557251908397,0.0188094047023512,0.385502164418718,0.614497835581282,0,0.764850569215269,0.955843301341821,0.120487158112576,-1.87180061084232,375.820509211741,1246.66431368364,0.00390270872362591,0.00400664995541331,39.0270872362591,40.0664995541331,0.000103941231787407
K,51,41,0.0001,920,2,60,131,15,0.114503816793893,134,374490,0.00035781996849048,3.5781996849048,15,25,116,0.375,0.114503816793893,0.175438596491228,0.957044541698751,0.0429554583012488,0,NaN,NaN,0.120487158112576,-1.87180061084232,39.004656971586,325.785698169698,0.000299811370744594,0.000423774620377068,2.99811370744594,4.23774620377068,0.000123963249632474
Lognormal,51,41,0.0001,920,2,60,131,36,0.274809160305344,4625,9394273,0.000492321225921367,4.92321225921367,36,159,95,0.184615384615385,0.274809160305344,0.220858895705521,0,1,0,0.347109737888849,0.0409093051082585,0.120487158112576,-1.87180061084232,9.82118681260154,293.039601578184,0.000478237018949646,0.000506714751675352,4.78237018949646,5.06714751675352,2.84777327257059e-05
Weibull,51,41,0.0001,920,2,60,131,118,0.900763358778626,17559,9394273,0.00186911749317909,18.6911749317909,118,3660,13,0.0312334568554791,0.900763358778626,0.0603734970580711,0,1,0,3.69500147147882,0.421434928645709,0.120487158112576,-1.87180061084232,12.7620827290942,296.093444841012,0.00184159757114992,0.00189694514014792,18.4159757114992,18.9694514014792,5.53475689980003e-05
BurrXII,61,49,0.0001,1320,3,60,131,54,0.412213740458015,782,3783507,0.000206686547692392,2.06686547692392,54,288,77,0.157894736842105,0.412213740458015,0.228329809725159,0.575211203672696,0.424788796327304,0,2.14565997569136,2.59848719961944,0.120859912683503,-1.87387082722363,386.428759485918,716.924355756471,0.000192453549531022,0.000221693420494002,1.92453549531022,2.21693420494002,2.92398709629797e-05
CA-CFAR,61,49,0.0001,1320,0,60,131,56,0.427480916030534,3620,9394273,0.000385341154126562,3.85341154126562,56,146,75,0.277227722772277,0.427480916030534,0.336336336336336,0,1,0,NaN,NaN,0.120859912683503,-1.87387082722363,0,317.030208786155,0.000372891821426301,0.000398100070679893,3.72891821426301,3.98100070679893,2.52082492535916e-05
G0,61,49,0.0001,1320,3,60,131,44,0.33587786259542,523,1898377,0.000275498491606251,2.75498491606251,44,114,87,0.278481012658228,0.33587786259542,0.304498269896194,0.775708525348718,0.224291474651282,0,7.83782044332114,13.3272240424506,0.120859912683503,-1.87387082722363,4203.84218619793,4752.8117263021,0.000252393046353007,0.000300150136187353,2.52393046353007,3.00150136187353,4.77570898343451e-05
G0-L1,61,49,0.0001,1320,2,60,131,9,0.0687022900763359,26,383144,6.78596036999144e-05,0.678596036999144,9,8,122,0.529411764705882,0.0687022900763359,0.121621621621622,0.95629983720312,0.0437001627968797,0,9.41912835064132,12.5954591902057,0.120859912683503,-1.87387082722363,59.7191878068461,394.592195898008,4.43286098332615e-05,9.94284726548167e-05,0.443286098332615,0.994284726548167,5.50998628215552e-05
GenGamma,61,49,0.0001,1320,3,60,131,106,0.809160305343511,66925,9225542,0.00725431633176674,72.5431633176674,106,30835,25,0.00342587505251931,0.809160305343511,0.00682286302780638,0.0154921421698848,0.984507857830115,0,0.272717863047107,0.352214670528147,0.120859912683503,-1.87387082722363,220.835820765106,1640.67610710088,0.00719965605159069,0.00730928619345794,71.9965605159069,73.0928619345794,0.000109630141867244
GenGamma-exact,61,49,0.0001,1320,3,60,131,93,0.709923664122137,21657,5562883,0.0038931252014468,38.931252014468,93,8975,38,0.0102558447287164,0.709923664122137,0.0202195890857702,0.391242801744903,0.608757198255097,0,0.673522857614223,0.913800242204891,0.120859912683503,-1.87387082722363,392.579812882717,1292.40343277547,0.00384154486158506,0.00394522296785994,38.4154486158506,39.4522296785994,0.000103678106274883
K,61,49,0.0001,1320,2,60,131,14,0.106870229007634,86,383144,0.000224458689161255,2.24458689161255,14,16,117,0.466666666666667,0.106870229007634,0.173913043478261,0.95629983720312,0.0437001627968797,0,NaN,NaN,0.120859912683503,-1.87387082722363,38.9403296194274,348.069061196179,0.000179541776997327,0.000277197344153979,1.79541776997327,2.77197344153979,9.76555671566525e-05
Lognormal,61,49,0.0001,1320,2,60,131,49,0.374045801526718,4780,9394273,0.000508820639979272,5.08820639979272,49,165,82,0.228971962616822,0.374045801526718,0.284057971014493,0,1,0,0.347645253147904,0.0373849795842907,0.120859912683503,-1.87387082722363,11.0889890484347,317.558558538879,0.000494500804359799,0.000523449759139927,4.94500804359799,5.23449759139927,2.89489547801281e-05
Weibull,61,49,0.0001,1320,2,60,131,118,0.900763358778626,18340,9394273,0.00195225325046441,19.5225325046441,118,3508,13,0.0325427468284611,0.900763358778626,0.0628160766569071,0,1,0,3.6893309274944,0.362011498071689,0.120859912683503,-1.87387082722363,13.8945312284641,320.274433549502,0.0019241269016784,0.00198068725616885,19.241269016784,19.8068725616885,5.65603544904485e-05
