Detector,Sli,Guard,Pfa,N,NMoments,Images,ShipsTotal,ShipsDetected,Pd_pooled,FalsePixels,BackgroundPixels,Pfa_pooled,PfaRatio,TP,FP,FN,Precision_pooled,Recall_pooled,F1_pooled,FractionInvalid,CoverageFraction,MaxLogMismatchPct,MedianShape,IQRShape,MedianC2,MedianSkew,EstMsPerMP,TotalMsPerMP,Pfa_CI_Lo,Pfa_CI_Hi,Ratio_CI_Lo,Ratio_CI_Hi,CI_Width
G0-L1,151,109,1e-06,10920,2,60,131,10,0.0763358778625954,10,447358,2.23534618806415e-05,22.3534618806415,10,2,121,0.833333333333333,0.0763358778625954,0.13986013986014,0.95107826714116,0.0489217328588396,0,6.29001563960497,9.55773663138285,0.123515219193528,-1.50785143969391,56.6586143052006,467.449995729887,1.07194042162697e-05,4.1108426769465e-05,10.7194042162697,41.108426769465,3.03890225531953e-05
GenGamma,151,109,1e-06,10920,3,60,131,98,0.748091603053435,46854,9259262,0.00506023050217177,5060.23050217177,98,20598,33,0.00473521453420951,0.748091603053435,0.00941086090171412,0.0117610653049099,0.98823893469509,0,0.495029656068613,0.512429519761175,0.123515219193528,-1.50785143969391,215.753679084529,1630.09345669955,0.00501462843776411,0.00510614247269572,5014.62843776411,5106.14247269572,9.15140349316123e-05
GenGamma-exact,151,109,1e-06,10920,3,60,131,72,0.549618320610687,10434,5650792,0.00184646683155211,1846.46683155211,72,3186,59,0.0220994475138122,0.549618320610687,0.0424904101504869,0.379133597023625,0.620866402976375,0,0.771739515440345,1.29744962515524,0.123515219193528,-1.50785143969391,376.887569332122,1303.95163839706,0.0018112370985477,0.00188220855843176,1811.2370985477,1882.20855843176,7.09714598840592e-05
K,151,109,1e-06,10920,2,60,131,11,0.083969465648855,16,447358,3.57655390090263e-05,35.7655390090263,11,3,120,0.785714285714286,0.083969465648855,0.151724137931034,0.95107826714116,0.0489217328588396,0,NaN,NaN,0.123515219193528,-1.50785143969391,36.9427697730932,408.327749939693,2.04432295774244e-05,5.80803465830004e-05,20.4432295774244,58.0803465830004,3.7637117005576e-05
Lognormal,151,109,1e-06,10920,2,60,131,26,0.198473282442748,4164,9394273,0.000443248775078178,443.248775078178,26,87,105,0.230088495575221,0.198473282442748,0.213114754098361,0,1,0,0.351446991357073,0.0323841603151296,0.123515219193528,-1.50785143969391,10.1410447931201,379.233780514533,0.000429889777458967,0.000456917204092027,429.889777458967,456.917204092027,2.70274266330598e-05
Weibull,151,109,1e-06,10920,2,60,131,92,0.702290076335878,15134,9394273,0.00161098149904735,1610.98149904735,92,996,39,0.0845588235294118,0.702290076335878,0.150943396226415,0,1,0,3.64934759758356,0.296005456877378,0.123515219193528,-1.50785143969391,13.3613964527793,382.497696687589,0.00158543644730368,0.00163683449548408,1585.43644730368,1636.83449548408,5.13980481803911e-05
BurrXII,11,7,1e-05,72,3,60,131,3,0.0229007633587786,656,5292999,0.000123937299062403,12.3937299062403,3,537,128,0.00555555555555556,0.0229007633587786,0.00894187779433681,0.434744553846647,0.565255446153353,0,2.21651049531547,2.5867227027844,0.106605371991147,-1.01254572092482,460.338806671446,807.188956083787,0.000114633869153878,0.000133794597447656,11.4633869153878,13.3794597447656,1.91607282937776e-05
CA-CFAR,11,7,1e-05,72,0,60,131,6,0.0458015267175573,370,9394273,3.93856980737094e-05,3.93856980737094,6,131,125,0.0437956204379562,0.0458015267175573,0.0447761194029851,0,1,0.0164945496270797,NaN,NaN,0.106605371991147,-1.01254572092482,0,328.045622905447,3.54743658624242e-05,4.36104798498076e-05,3.54743658624242,4.36104798498076,8.13611398738347e-06
G0,11,7,1e-05,72,3,60,131,0,0,95,2167492,4.38294581940787e-05,4.38294581940787,0,63,131,0,0,0,0.757605776394923,0.242394223605077,0,21.7412534662589,37.6446792809999,0.106605371991147,-1.01254572092482,4106.18074134361,4689.92320974347,3.54607892226459e-05,5.35789786015317e-05,3.54607892226458,5.35789786015317,1.81181893788859e-05
G0-L1,11,7,1e-05,72,2,60,131,0,0,9,323910,2.77854959711031e-05,2.77854959711031,0,8,131,0,0,0,0.963735159831751,0.0362648401682493,0,7.13157585191383,11.5667174998825,0.106605371991147,-1.01254572092482,57.9947071404713,403.278052795239,1.27053742564637e-05,5.27448681212989e-05,1.27053742564637,5.27448681212989,4.00394938648352e-05
GenGamma,11,7,1e-05,72,3,60,131,43,0.32824427480916,22200,8774453,0.00253007224495932,253.007224495932,43,14389,88,0.00297949002217295,0.32824427480916,0.00590537663942869,0.0649385536279963,0.935061446372004,0,1.25000012225835,2.74848935269421,0.106605371991147,-1.01254572092482,231.585291629986,1497.93529379885,0.0024969399951696,0.00256353342761285,249.69399951696,256.353342761284,6.65934324432485e-05
GenGamma-exact,11,7,1e-05,72,3,60,131,32,0.244274809160305,12772,7095197,0.00180009096294296,180.009096294296,32,8485,99,0.00375719149935423,0.244274809160305,0.00740055504162812,0.241134095958033,0.758865904041967,0,1.68734250963133,3.31623818074366,0.106605371991147,-1.01254572092482,432.117615032212,1456.54436668089,0.00176903347552731,0.00183155612377201,176.903347552731,183.155612377201,6.25226482447042e-05
K,11,7,1e-05,72,2,60,131,3,0.0229007633587786,15,323910,4.63091599518385e-05,4.63091599518385,3,12,128,0.2,0.0229007633587786,0.0410958904109589,0.963735159831751,0.0362648401682493,0,NaN,NaN,0.106605371991147,-1.01254572092482,37.632260375152,1228.50249897824,2.5919109527458e-05,7.63787684604064e-05,2.5919109527458,7.63787684604064,5.04596589329484e-05
Lognormal,11,7,1e-05,72,2,60,131,0,0,202,9394273,2.15024621915927e-05,2.15024621915927,0,95,131,0,0,0,0,1,0,0.326504369629252,0.116066637523342,0.106605371991147,-1.01254572092482,11.5401855070184,328.8464277047,1.86393158402566e-05,2.46809496978968e-05,1.86393158402566,2.46809496978968,6.04163385764021e-06
Weibull,11,7,1e-05,72,2,60,131,36,0.274809160305344,14425,9394273,0.00153550998571151,153.550998571151,36,5863,95,0.0061027292761485,0.274809160305344,0.0119402985074627,0,1,0,3.9281344478242,1.27087383676689,0.106605371991147,-1.01254572092482,16.8387974654774,334.562158436479,0.00151057194283108,0.00156075604046876,151.057194283108,156.075604046876,5.01840976376807e-05
BurrXII,15,11,1e-05,104,3,60,131,6,0.0458015267175573,825,4889441,0.000168730944907608,16.8730944907608,6,514,125,0.0115384615384615,0.0458015267175573,0.0184331797235023,0.473724706242757,0.526275293757243,0,2.36655954003704,2.66413625550407,0.112020641834398,-1.22699172439767,437.791237561931,762.946394532008,0.000157413015841018,0.000180647565390035,15.7413015841018,18.0647565390035,2.32345495490163e-05
CA-CFAR,15,11,1e-05,104,0,60,131,7,0.0534351145038168,595,9394273,6.33364604158299e-05,6.33364604158299,7,123,124,0.0538461538461538,0.0534351145038168,0.053639846743295,0,1,0,NaN,NaN,0.112020641834398,-1.22699172439767,0,303.579290795103,5.83490349003545e-05,6.86361901119044e-05,5.83490349003545,6.86361901119044,1.02871552115499e-05
G0,15,11,1e-05,104,3,60,131,0,0,100,2013339,4.96687343760787e-05,4.96687343760787,0,66,131,0,0,0,0.771742230636284,0.228257769363716,0,17.6639209845974,38.1475520655133,0.112020641834398,-1.22699172439767,4395.84060838862,4945.95731613887,4.0412641698307e-05,6.04101646777822e-05,4.04126416983069,6.04101646777822,1.99975229794752e-05
G0-L1,15,11,1e-05,104,2,60,131,4,0.0305343511450382,24,333669,7.19275689380794e-05,7.19275689380793,4,17,127,0.19047619047619,0.0305343511450382,0.0526315789473684,0.962095699374802,0.0379043006251978,0,7.69116968845371,13.9951299017126,0.112020641834398,-1.22699172439767,56.9747170829169,380.455199234313,4.6085877042859e-05,0.00010702064311567,4.6085877042859,10.702064311567,6.09347660728105e-05
GenGamma,15,11,1e-05,104,3,60,131,55,0.419847328244275,27499,8834888,0.00311254653143311,311.254653143311,55,16583,76,0.00330568577954081,0.419847328244275,0.00655972329894448,0.0579168992907136,0.942083100709286,0,0.970062834510229,2.24609115016942,0.112020641834398,-1.22699172439767,218.369245450769,1491.64623409851,0.00307592219546738,0.00314949709288415,307.592219546738,314.949709288415,7.35748974167662e-05
GenGamma-exact,15,11,1e-05,104,3,60,131,51,0.389312977099237,14330,6710384,0.00213549626966206,213.549626966206,51,8759,80,0.005788876276958,0.389312977099237,0.0114081198971032,0.279336795285385,0.720663204714615,0,1.37025846123705,2.56518677100664,0.112020641834398,-1.22699172439767,429.366403667242,1390.68768997711,0.00210070985195343,0.00217071337719894,210.070985195343,217.071337719894,7.00035252455041e-05
K,15,11,1e-05,104,2,60,131,7,0.0534351145038168,37,333669,0.000110888335446206,11.0888335446206,7,23,124,0.233333333333333,0.0534351145038168,0.0869565217391304,0.962095699374802,0.0379043006251978,0,NaN,NaN,0.112020641834398,-1.22699172439767,39.7473445463065,339.065624405448,7.80767855379216e-05,0.00015284175708118,7.80767855379216,15.284175708118,7.47649715432582e-05
Lognormal,15,11,1e-05,104,2,60,131,0,0,279,9394273,2.96989453042295e-05,2.96989453042295,0,80,131,0,0,0,0,1,0,0.334688413912601,0.0952429842737063,0.112020641834398,-1.22699172439767,10.5206635495363,304.781954305319,2.6316006395766e-05,3.33961479075939e-05,2.6316006395766,3.33961479075939,7.08014151182793e-06
Weibull,15,11,1e-05,104,2,60,131,53,0.404580152671756,14469,9394273,0.0015401936903473,154.01936903473,53,4669,78,0.0112240576027107,0.404580152671756,0.0218421594889759,0,1,0,3.83221855717613,1.01500170396048,0.112020641834398,-1.22699172439767,13.2741842081968,307.537929888803,0.00151521754650895,0.00156547784208242,151.521754650895,156.547784208241,5.02602955734668e-05
BurrXII,17,13,1e-05,120,3,60,131,8,0.0610687022900763,655,4750623,0.000137876653230534,13.7876653230534,8,371,123,0.0211081794195251,0.0610687022900763,0.0313725490196078,0.486851288364118,0.513148711635882,0,2.46877290096519,2.85549108316645,0.113412183259562,-1.32908202518665,433.869557569495,751.655675156858,0.000127519178983939,0.000148851219730445,12.7519178983939,14.8851219730445,2.13320407465058e-05
CA-CFAR,17,13,1e-05,120,0,60,131,10,0.0763358778625954,541,9394273,5.7588277453721e-05,5.7588277453721,10,103,121,0.0884955752212389,0.0763358778625954,0.0819672131147541,0,1,0,NaN,NaN,0.113412183259562,-1.32908202518665,0,299.775457596427,5.28372946663608e-05,6.26517737319895e-05,5.28372946663608,6.26517737319895,9.81447906562865e-06
G0,17,13,1e-05,120,3,60,131,4,0.0305343511450382,98,1971202,4.97158586486824e-05,4.97158586486824,4,60,127,0.0625,0.0305343511450382,0.041025641025641,0.775174514783428,0.224825485216572,0,17.3333427273551,32.557698687315,0.113412183259562,-1.32908202518665,4021.6555472095,4573.68350755498,4.03619157286903e-05,6.05873782004792e-05,4.03619157286903,6.05873782004792,2.02254624717889e-05
G0-L1,17,13,1e-05,120,2,60,131,7,0.0534351145038168,29,338662,8.56311012159616e-05,8.56311012159616,7,22,124,0.241379310344828,0.0534351145038168,0.0875,0.961357233405277,0.0386427665947232,0,8.07431230250783,12.2644858092096,0.113412183259562,-1.32908202518665,58.9479981388341,377.755073190567,5.73492187470895e-05,0.00012297824867635,5.73492187470895,12.297824867635,6.56290299292607e-05
GenGamma,17,13,1e-05,120,3,60,131,59,0.450381679389313,28938,8868708,0.00326293299993641,326.293299993641,59,17409,72,0.00337760476299519,0.450381679389313,0.00670492641627365,0.0541617299654711,0.945838270034529,0,0.83182635756271,2.05626145813226,0.113412183259562,-1.32908202518665,215.292246837698,1493.60508726998,0.00322550593679666,0.00330068492950666,322.550593679666,330.068492950666,7.51789927100001e-05
GenGamma-exact,17,13,1e-05,120,3,60,131,63,0.480916030534351,14135,6592308,0.00214416559420464,214.416559420464,63,8592,68,0.0072790294627383,0.480916030534351,0.0143409970407466,0.290870928238581,0.709129071761419,0,1.30426129309281,2.2953893642294,0.113412183259562,-1.32908202518665,429.85211470449,1391.78826606267,0.0021089989861349,0.00217977060708505,210.899898613489,217.977060708505,7.07716209501531e-05
K,17,13,1e-05,120,2,60,131,7,0.0534351145038168,45,338662,0.000132875846714423,13.2875846714423,7,26,124,0.212121212121212,0.0534351145038168,0.0853658536585366,0.961357233405277,0.0386427665947232,0,NaN,NaN,0.113412183259562,-1.32908202518665,39.8465609571877,332.215479153995,9.69221537670609e-05,0.000177794343634247,9.69221537670608,17.7794343634247,8.0872189867186e-05
Lognormal,17,13,1e-05,120,2,60,131,6,0.0458015267175573,249,9394273,2.65055103252801e-05,2.65055103252801,6,65,125,0.0845070422535211,0.0458015267175573,0.0594059405940594,0,1,0,0.336761620808461,0.089647659757417,0.113412183259562,-1.32908202518665,11.1382019693698,300.119708791824,2.33153108813731e-05,3.0010334046312e-05,2.33153108813731,3.0010334046312,6.69502316493884e-06
Weibull,17,13,1e-05,120,2,60,131,56,0.427480916030534,14849,9394273,0.00158064386674733,158.064386674733,56,4071,75,0.0135691785800824,0.427480916030534,0.0263034288398309,0,1,0,3.80860721437862,0.952896383419736,0.113412183259562,-1.32908202518665,13.4698916473159,302.650320196053,0.00155534106265327,0.00160625464225178,155.534106265327,160.625464225178,5.09135795985153e-05
BurrXII,21,15,1e-05,216,3,60,131,13,0.099236641221374,471,4257840,0.000110619469026549,11.0619469026549,13,233,118,0.0528455284552846,0.099236641221374,0.0689655172413793,0.535041484492409,0.464958515507591,0,2.63736250025282,3.42245971143126,0.116847898667876,-1.64140194953972,400.913887374498,719.685844518584,0.000100854139443441,0.000121074939076796,10.0854139443441,12.1074939076796,2.02207996333555e-05
CA-CFAR,21,15,1e-05,216,0,60,131,15,0.114503816793893,442,9394273,4.7049942023188e-05,4.7049942023188,15,78,116,0.161290322580645,0.114503816793893,0.133928571428571,0,1,0,NaN,NaN,0.116847898667876,-1.64140194953972,0,301.883759517645,4.27654306328328e-05,5.16474438272963e-05,4.27654306328328,5.16474438272962,8.88201319446345e-06
G0,21,15,1e-05,216,3,60,131,7,0.0534351145038168,113,1809256,6.24566119996286e-05,6.24566119996286,7,52,124,0.11864406779661,0.0534351145038168,0.0736842105263158,0.791157804953127,0.208842195046873,0,14.0295863228012,29.418530243011,0.116847898667876,-1.64140194953972,4228.07091071157,4752.77399743627,5.14733565513315e-05,7.50895987292568e-05,5.14733565513315,7.50895987292568,2.36162421779253e-05
G0-L1,21,15,1e-05,216,2,60,131,9,0.0687022900763359,18,338431,5.31866170652216e-05,5.31866170652216,9,14,122,0.391304347826087,0.0687022900763359,0.116883116883117,0.961196205082068,0.0388037949179323,0,10.3175322661196,12.6266353626828,0.116847898667876,-1.64140194953972,52.9852666022353,371.049269196966,3.1522054957832e-05,8.40564876073151e-05,3.1522054957832,8.40564876073151,5.25344326494831e-05
GenGamma,21,15,1e-05,216,3,60,131,66,0.50381679389313,35405,8992204,0.00393729946518117,393.729946518117,66,20251,65,0.00324851109907959,0.50381679389313,0.00645539906103286,0.0408759170055819,0.959124082994418,0,0.463827020493733,1.33863082231755,0.116847898667876,-1.64140194953972,219.263951124527,1532.15807968291,0.00389647214389536,0.0039784466954046,389.647214389536,397.84466954046,8.19745515092474e-05
GenGamma-exact,21,15,1e-05,216,3,60,131,60,0.458015267175573,15794,6213140,0.00254203188725829,254.203188725829,60,9360,71,0.00636942675159236,0.458015267175573,0.0125641294105329,0.328426784754944,0.671573215245056,0,1.08732730114929,1.84650549567952,0.116847898667876,-1.64140194953972,407.800773280515,1325.84427309208,0.00250258928923921,0.00258193920177787,250.258928923921,258.193920177787,7.9349912538666e-05
K,21,15,1e-05,216,2,60,131,9,0.0687022900763359,39,338431,0.00011523767030798,11.523767030798,9,19,122,0.321428571428571,0.0687022900763359,0.113207547169811,0.961196205082068,0.0388037949179323,0,NaN,NaN,0.116847898667876,-1.64140194953972,35.4203523045971,330.384594140074,8.19464918428204e-05,0.000157530357319332,8.19464918428204,15.7530357319332,7.55838654765114e-05
Lognormal,21,15,1e-05,216,2,60,131,7,0.0534351145038168,286,9394273,3.0444080132651e-05,3.0444080132651,7,59,124,0.106060606060606,0.0534351145038168,0.0710659898477157,0,1,0,0.341829171937382,0.0700239924595283,0.116847898667876,-1.64140194953972,10.5376399788252,302.455642577093,2.70176838970977e-05,3.41846640983801e-05,2.70176838970977,3.41846640983801,7.1669802012824e-06
Weibull,21,15,1e-05,216,2,60,131,61,0.465648854961832,12197,9394273,0.0012983442146082,129.83442146082,61,2944,70,0.0202995008319468,0.465648854961832,0.0389030612244898,0,1,0,3.75204281325767,0.724475950141346,0.116847898667876,-1.64140194953972,13.3722563744568,305.627863147095,0.00127541823219501,0.00132157843086853,127.541823219501,132.157843086853,4.61601986735164e-05
BurrXII,31,21,1e-05,520,3,60,131,30,0.229007633587786,395,3847724,0.000102658090860987,10.2658090860987,30,134,101,0.182926829268293,0.229007633587786,0.203389830508475,0.573007496577924,0.426992503422076,0,2.83320274085602,3.83336369669927,0.119228652984883,-1.84515150834728,373.835057553944,691.983921490672,9.2783118287029e-05,0.000113297839238392,9.2783118287029,11.3297839238392,2.05147209513632e-05
CA-CFAR,31,21,1e-05,520,0,60,131,24,0.183206106870229,497,9394273,5.29045728179285e-05,5.29045728179285,24,67,107,0.263736263736264,0.183206106870229,0.216216216216216,0,1,0,NaN,NaN,0.119228652984883,-1.84515150834728,0,303.241499380704,4.83551291572937e-05,5.77667246210482e-05,4.83551291572937,5.77667246210482,9.41159546375453e-06
G0,31,21,1e-05,520,3,60,131,25,0.190839694656489,97,1757950,5.51779060837908e-05,5.51779060837908,25,29,106,0.462962962962963,0.190839694656489,0.27027027027027,0.793983070494265,0.206016929505735,0,9.81995345970197,20.2010026432719,0.119228652984883,-1.84515150834728,4131.57871742453,4652.59198972593,4.4745785443146e-05,6.73119576687707e-05,4.4745785443146,6.73119576687707,2.25661722256247e-05
G0-L1,31,21,1e-05,520,2,60,131,9,0.0687022900763359,19,348699,5.44882549132633e-05,5.44882549132633,9,9,122,0.5,0.0687022900763359,0.120805369127517,0.959919020275529,0.0400809797244712,0,8.12737528370364,13.8491512528651,0.119228652984883,-1.84515150834728,55.7950424873631,377.745461535749,3.28057974940177e-05,8.50888576636028e-05,3.28057974940176,8.50888576636028,5.22830601695852e-05
GenGamma,31,21,1e-05,520,3,60,131,83,0.633587786259542,42340,9148065,0.00462830117625968,462.830117625968,83,22282,48,0.00371115582383188,0.633587786259542,0.00737908961593172,0.0243752434807363,0.975624756519264,0,0.298490876377073,0.49829424560208,0.119228652984883,-1.84515150834728,207.902475822891,1560.0969445652,0.00458442013560728,0.00467249618935405,458.442013560728,467.249618935405,8.80760537467634e-05
GenGamma-exact,31,21,1e-05,520,3,60,131,73,0.557251908396947,15702,5761311,0.00272542134941162,272.542134941162,73,8356,58,0.00866057658085182,0.557251908396947,0.0170560747663551,0.372733122559426,0.627266877440574,0,0.560935800677921,0.900101752721699,0.119228652984883,-1.84515150834728,385.051525855403,1257.95861142378,0.00268301384447916,0.00276832983546572,268.301384447916,276.832983546572,8.53159909865566e-05
K,31,21,1e-05,520,2,60,131,10,0.0763358778625954,29,348699,8.31662838149808e-05,8.31662838149808,10,12,121,0.454545454545455,0.0763358778625954,0.130718954248366,0.959919020275529,0.0400809797244712,0,NaN,NaN,0.119228652984883,-1.84515150834728,42.4360593505122,339.394324276221,5.56984506358631e-05,0.00011943849004395,5.56984506358631,11.943849004395,6.37400394080873e-05
Lognormal,31,21,1e-05,520,2,60,131,18,0.137404580152672,1203,9394273,0.000128056742655871,12.8056742655871,18,112,113,0.138461538461538,0.137404580152672,0.137931034482759,0,1,0,0.345294991076904,0.0499535685833376,0.119228652984883,-1.84515150834728,10.4181288292536,304.138774403747,0.000120922192199873,0.000135502301261895,12.0922192199873,13.5502301261895,1.45801090620215e-05
Weibull,31,21,1e-05,520,2,60,131,89,0.679389312977099,10619,9394273,0.00113036953471546,113.036953471546,89,2144,42,0.0398566950291088,0.679389312977099,0.0752961082910321,0,1,0,3.71436047806714,0.515183323567496,0.119228652984883,-1.84515150834728,13.8095866686764,307.261834063934,0.00110898292445278,0.00115206455036719,110.898292445278,115.206455036719,4.30816259144122e-05
BurrXII,41,27,1e-05,952,3,60,131,36,0.274809160305344,308,3737682,8.24040140386475e-05,8.24040140386475,36,100,95,0.264705882352941,0.274809160305344,0.269662921348315,0.581679630526794,0.418320369473206,0,2.52292340687254,3.16919051181793,0.119847166304702,-1.90016669644414,357.191187360799,669.349202549918,7.34574762643656e-05,9.21395941020082e-05,7.34574762643656,9.21395941020082,1.86821178376425e-05
CA-CFAR,41,27,1e-05,952,0,60,131,31,0.236641221374046,550,9394273,5.85463079474058e-05,5.85463079474058,31,58,100,0.348314606741573,0.236641221374046,0.281818181818182,0,1,0,NaN,NaN,0.119847166304702,-1.90016669644414,0,298.433872386974,5.37551241877799e-05,6.36499681869037e-05,5.37551241877799,6.36499681869037,9.89484399912387e-06
G0,41,27,1e-05,952,3,60,131,23,0.175572519083969,206,1799233,0.000114493231282441,11.4493231282441,23,35,108,0.396551724137931,0.175572519083969,0.243386243386243,0.787974071774969,0.212025928225031,0,9.60302371679256,16.6552120145661,0.119847166304702,-1.90016669644414,4003.75684635364,4521.9045452413,9.93919723951833e-05,0.000131240298826774,9.93919723951833,13.1240298826774,3.18483264315902e-05
G0-L1,41,27,1e-05,952,2,60,131,8,0.0610687022900763,9,358576,2.50992816027843e-05,2.50992816027843,8,4,123,0.666666666666667,0.0610687022900763,0.111888111888112,0.958739805579015,0.0412601944209848,0,8.00904665970813,12.7983430960731,0.119847166304702,-1.90016669644414,50.0188540306901,369.386764980165,1.14770519783317e-05,4.76457176329379e-05,1.14770519783317,4.76457176329379,3.61686656546062e-05
GenGamma,41,27,1e-05,952,3,60,131,90,0.687022900763359,46765,9203909,0.00508099330404071,508.099330404071,90,23285,41,0.00385026737967914,0.687022900763359,0.00765761933123458,0.0182092956591603,0.98179070434084,0,0.263454305189235,0.344916409430268,0.119847166304702,-1.90016669644414,217.040049289897,1576.3472154131,0.00503516114701077,0.00512713721863308,503.516114701077,512.713721863308,9.19760716223033e-05
GenGamma-exact,41,27,1e-05,952,3,60,131,79,0.603053435114504,15072,5546807,0.00271723894485602,271.723894485602,79,6980,52,0.0111913868819946,0.603053435114504,0.0219749652294854,0.393572715335835,0.606427284664165,0,0.73857398431715,0.895307057353129,0.119847166304702,-1.90016669644414,362.198433029807,1202.20864177227,0.00267408743021693,0.00276091085197956,267.408743021693,276.091085197956,8.68234217626224e-05
K,41,27,1e-05,952,2,60,131,10,0.0763358778625954,22,358576,6.13537994734728e-05,6.13537994734728,10,7,121,0.588235294117647,0.0763358778625954,0.135135135135135,0.958739805579015,0.0412601944209848,0,NaN,NaN,0.119847166304702,-1.90016669644414,38.0313312901285,330.79170597407,3.84504862028593e-05,9.28889249960417e-05,3.84504862028593,9.28889249960417,5.44384387931824e-05
Lognormal,41,27,1e-05,952,2,60,131,22,0.16793893129771,2362,9394273,0.00025142978067595,25.142978067595,22,92,109,0.192982456140351,0.16793893129771,0.179591836734694,0,1,0,0.346188337368837,0.0410245405456887,0.119847166304702,-1.90016669644414,10.5641344429177,300.476754722532,0.000241392481087696,0.000261777157157177,24.1392481087696,26.1777157157177,2.03846760694811e-05
Weibull,41,27,1e-05,952,2,60,131,95,0.725190839694656,10119,9394273,0.00107714561839964,107.714561839964,95,1743,36,0.0516866158868335,0.725190839694656,0.0964956830878619,0,1,0,3.70479957808441,0.41006762203633,0.119847166304702,-1.90016669644414,13.9291810360386,303.762213901137,0.00105627043759763,0.00109832926202249,105.627043759763,109.832926202249,4.20588244248654e-05
BurrXII,51,41,1e-05,920,3,60,131,46,0.351145038167939,367,3801048,9.65523192551107e-05,9.65523192551107,46,116,85,0.283950617283951,0.351145038167939,0.313993174061433,0.574245195075352,0.425754804924648,0,2.30033616903971,3.16748165084824,0.120487158112576,-1.87180061084232,376.04055785462,683.573338642628,8.69260207060505e-05,0.000106953272481579,8.69260207060505,10.6953272481579,2.00272517755283e-05
CA-CFAR,51,41,1e-05,920,0,60,131,36,0.274809160305344,1489,9394273,0.000158500822788522,15.8500822788522,36,127,95,0.220858895705521,0.274809160305344,0.244897959183673,0,1,0,NaN,NaN,0.120487158112576,-1.87180061084232,0,292.984989903081,0.000150552030603558,0.000166760302639438,15.0552030603558,16.6760302639438,1.62082720358805e-05
G0,51,41,1e-05,920,3,60,131,33,0.251908396946565,272,1860999,0.000146158058118247,14.6158058118247,33,47,98,0.4125,0.251908396946565,0.312796208530806,0.780369180318625,0.219630819681375,0,8.84094989946898,16.3913258835964,0.120487158112576,-1.87180061084232,3966.61980464832,4487.73493552546,0.000129304062220827,0.000164598475495714,12.9304062220827,16.4598475495714,3.52944132748869e-05
G0-L1,51,41,1e-05,920,2,60,131,9,0.0687022900763359,13,374490,3.47138775401212e-05,3.47138775401212,9,7,122,0.5625,0.0687022900763359,0.122448979591837,0.957044541698751,0.0429554583012488,0,8.71324510713931,12.9152247111983,0.120487158112576,-1.87180061084232,60.6822256889367,372.896069613346,1.84838030943923e-05,5.93610562428258e-05,1.84838030943923,5.93610562428258,4.08772531484334e-05
GenGamma,51,41,1e-05,920,3,60,131,100,0.763358778625954,46983,9200865,0.00510636771651361,510.636771651361,100,23298,31,0.00427386956150098,0.763358778625954,0.00850014875260317,0.0180986341787877,0.981901365821212,0,0.274809204082609,0.385501471745759,0.120487158112576,-1.87180061084232,207.736695581728,1540.43371448122,0.0050604140021862,0.00515263327417217,506.04140021862,515.263327417217,9.22192719859747e-05
GenGamma-exact,51,41,1e-05,920,3,60,131,91,0.694656488549618,15785,5621300,0.00280806930781136,280.806930781136,91,7351,40,0.0122278957269551,0.694656488549618,0.024032747920243,0.385502164418718,0.614497835581282,0,0.764850569215269,0.955843301341821,0.120487158112576,-1.87180061084232,375.820509211741,1220.74221115287,0.00276449215536276,0.00285215983059846,276.449215536276,285.215983059846,8.76676752357072e-05
K,51,41,1e-05,920,2,60,131,10,0.0763358778625954,23,374490,6.14168602632914e-05,6.14168602632914,10,9,121,0.526315789473684,0.0763358778625954,0.133333333333333,0.957044541698751,0.0429554583012488,0,NaN,NaN,0.120487158112576,-1.87180061084232,39.004656971586,325.269664649988,3.89334067140823e-05,9.21540294227978e-05,3.89334067140823,9.21540294227978,5.32206227087154e-05
Lognormal,51,41,1e-05,920,2,60,131,26,0.198473282442748,3013,9394273,0.000320727319719152,32.0727319719152,26,103,105,0.201550387596899,0.198473282442748,0.2,0,1,0,0.347109737888849,0.0409093051082585,0.120487158112576,-1.87180061084232,9.82118681260154,292.916647292525,0.000309378129794889,0.000332386299182759,30.9378129794889,33.2386299182759,2.30081693878694e-05
Weibull,51,41,1e-05,920,2,60,131,100,0.763358778625954,11798,9394273,0.00125587152938817,125.587152938817,100,1916,31,0.0496031746031746,0.763358778625954,0.0931532370749883,0,1,0,3.69500147147882,0.421434928645709,0.120487158112576,-1.87180061084232,12.7620827290942,295.881083441542,0.00123332484655455,0.00127872648819328,123.332484655455,127.872648819328,4.54016416387294e-05
BurrXII,61,49,1e-05,1320,3,60,131,49,0.374045801526718,336,3783507,8.88064961951967e-05,8.88064961951967,49,125,82,0.281609195402299,0.374045801526718,0.321311475409836,0.575211203672696,0.424788796327304,0,2.14565997569136,2.59848719961944,0.120859912683503,-1.87387082722363,386.428759485918,717.158946708263,7.9563998141261e-05,9.88278523351738e-05,7.9563998141261,9.88278523351738,1.92638541939129e-05
CA-CFAR,61,49,1e-05,1320,0,60,131,41,0.312977099236641,1900,9394273,0.000202250882000129,20.2250882000129,41,110,90,0.271523178807947,0.312977099236641,0.290780141843972,0,1,0,NaN,NaN,0.120859912683503,-1.87387082722363,0,316.858124797352,0.000193258837471026,0.00021155327905251,19.3258837471026,21.155327905251,1.82944415814848e-05
